value
Quelea quelea
Sagittarius serpentarius
Scleroptila afra
Serinus canicollis
Streptopelia capicola
Streptopelia semitorquata
Telophorus zeylonus
Vanellus armatus
Vanellus coronatus
Vanellus melanopterus
Vidua macroura
Zosterops virens
Aegypius monachus
Spatula querquedula
Bubo scandiacus
Calidris falcinellus
Cinclus cinclus
Lagopus lagopus
Loxia pytyopsittacus
Phylloscopus sibillatrix
Pinicola enucleator
Plectrophenax nivalis
Poecile cinctus
Saxicola maurus
Strix nebulosa
Surnia ulula
Accipiter cooperii
Aechmophorus occidentalis
Aegolius acadicus
Aeronautes saxatalis
Agelaius phoeniceus
Aix sponsa
Amazilia cyanocephala
Ammodramus savannarum
Amphispiza bilineata
Anas rubripes
Anthus spragueii
Antrostomus vociferus
Aphelocoma woodhouseii
Aratinga nana
Archilochus alexandri
Archilochus colubris
Artemisiospiza nevadensis
Auriparus flaviceps
Baeolophus bicolor
Bartramia longicauda
Bombycilla cedrorum
Bonasa umbellus
Botaurus lentiginosus
Bubo spec
Bubo virginianus
Buteo albonotatus
Buteo jamaicensis
Buteo regalis
Buteogallus anthracinus
Calamospiza melanocorys
Calcarius lapponicus
Calcarius ornatus
Callipepla gambelii
Calypte anna
Calypte costae
Campylorhynchus brunneica
Campylorhynchus brunneicapillus
Cardellina pusilla
Cardinalis cardinalis
Cardinalis sinuatus
Catharus fuscescens
Catharus guttatus
Catharus minimus
Catharus ustulatus
Catherpes mexicanus
Centrocercus urophasianus
Certhia americana
Chaetura pelagica
Chaetura vauxi
Charadrius montanus
Charadrius vociferus
Chondestes grammacus
Cinclus mexicanus
Cistothorus palustris
Coccyzus erythropthalmus
Colaptes auratus
Colaptes chrysoides
Colinus virginianus
Columbina inca
Columbina passerina
Corvus brachyrhynchos
Cyanocitta cristata
Cyanocitta stelleri
Cyanocompsa cyanoides
Dolichonyx oryzivorus
Dryobates pubescens
Dryobates scalaris
Dumetella carolinensis
Egretta thula
Empidonax alnorum
Empidonax flaviventris
Empidonax hammondii
Empidonax minimus
Empidonax oberholseri
Empidonax occidentalis
Empidonax traillii
Empidonax wrightii
Eudyptula cornutus
Euphagus carolinus
Euphagus cyanocephalus
Falco mexicanus
Fulica americana
Geococcyx californianus
Geothlypis tolmiei
Geothlypis trichas
Glaucidium californicum
Glaucidium gnoma
Grus canadensis
Haemorhous cassinii
Haemorhous mexicanus
Haemorhous purpureus
Haliaeetus leucocephalus
Hesperiphona vespertina
Hylocichla mustelina
Hylophilus ochraceiceps
Icteria virens
Icterus parisorum
Icterus spurius
Junco hyemalis
Lanius ludovicianus
Larus delawarensis
Larus pipixcan
Leiothlypis celata
Leiothlypis luciae
Leiothlypis ruficapilla
Leiothlypis virginiae
Leuconotopicus villosus
Leucosticte tephrocotis
Lophodytes cucullatus
Loxia leucoptera
Megaceryle alcyon
Megascops asio
Megascops nudipes
Melanerpes carolinus
Melanerpes erythrocephalus
Melanerpes lewis
Melanerpes uropygialis
Meleagris gallopavo
Melospiza georgiana
Melospiza lincolnii
Melospiza melodia
Melozone aberti
Melozone fusca
Mimus polyglottos
Molothrus aeneus
Molothrus ater
Myadestes townsendi
Myiarchus cinerascens
Myiarchus crinitus
Myiarchus tyrannulus
Nucifraga columbiana
Numenius americanus
Oreoscoptes montanus
Oreothlypis luciae
Oreothlypis peregrina
Parkesia motacilla
Passerculus sandwichensis
Passerella iliaca
Passerina amoena
Passerina caerulea
Passerina ciris
Pelecanus erythrorhynchos
Phainopepla nitens
Phalaenoptilus nuttallii
Phasianus colchicus
Pheucticus melanocephalus
Pica hudsonia
Picoides arcticus
Picoides dorsalis
Pipilo chlorurus
Pipilo erythrophthalmus
Pipilo maculatus
Piranga ludoviciana
Plegadis chihi
Poecile atricapillus
Poecile carolinensis
Poecile gambeli
Poecile hudsonicus
Polioptila caerulea
Polioptila melanura
Pooecetes gramineus
Progne subis
Quiscalus mexicanus
Quiscalus quiscula
Rallus limicola
Recurvirostra americana
Regulus calendula
Regulus satrapa
Rhynchophanes mccownii
Salpinctes obsoletus
Sayornis phoebe
Sayornis saya
Scolopax minor
Selasphorus platycercus
Setophaga auduboni
Setophaga cerulea
Setophaga coronata
Setophaga dominica
Setophaga nigrescens
Setophaga occidentalis
Setophaga palmarum
Setophaga pensylvanica
Setophaga pinus
Setophaga townsendi
Setophaga virens
Sialia currucoides
Sialia mexicana
Sialia sialis
Sitta canadensis
Sitta carolinensis
Spatula cyanoptera
Sphyrapicus nuchalis
Sphyrapicus varius
Spinus lawrencei
Spinus pinus
Spinus tristis
Spiza americana
Spizella atrogularis
Spizella breweri
Spizella pallida
Spizella passerina
Spizella pusilla
Spizelloides arborea
Stelgidopteryx serripennis
Sterna forsteri
Sternula antillarum browni
Stilpnia larvata
Strix varia
Sturnella neglecta
Tachycineta bicolor
Tachycineta thalassina
Thryomanes bewickii
Thryothorus ludovicianus
Toxostoma bendirei
Toxostoma crissale
Toxostoma lecontei
Toxostoma rufum
Tringa semipalmata
Troglodytes hiemalis
Turdus migratorius
Tympanuchus cupido
Tympanuchus phasianellus
Tyrannus forficatus
Tyrannus verticalis
Tyrannus vociferans
Vermivora cyanoptera
Vireo bellii
Vireo cassinii
Vireo flavifrons
Vireo gilvus
Vireo griseus
Vireo philadelphicus
Vireo plumbeus
Vireo solitarius
Vireo vicinior
Xanthocephalus xanthocephalus
Zenaida asiatica
Zenaida macroura
Zonotrichia albicollis
Zonotrichia leucophrys
Zonotrichia querula
Actophilornis africanus
Alcedo semitorquata
Anas capensis
Anas erythrorhyncha
Anas sparsa
Anastomus lamelligerus
Anhinga rufa
Ardea goliath
Ardea melanocephala
Burhinus vermiculatus
Ceryle rudis
Charadrius pecuarius
Charadrius tricollaris
Ciconia abdimii
Corythornis cristatus
Coturnicops rufa
Egretta ardesiaca
Ephippiorhynchus senegalensis
Fulica cristata
Gallinago benghalensis
Gallinago nigripennis
Gallinula alleni
Halcyon albiventris
Haliaeetus vocifer
Leptoptilos crumenifer
Megaceryle maxima
Microcarbo africanus
Microparra capensis
Motacilla aguimp
Mycteria ibis
Netta erythrophthalma
Nettapus auritus
Phalacrocorax lucidus
Platalea alba
Porphyrio alleni
Porzana egregia
Porzana flavirostra
Rallus caerulescens
Rynchops flavirostris
Sarkidiornis melanotos
Scopus umbretta
Spatula hottentota
Thalassornis leuconotus
Threskiornis aethiopicus
Tringa stagnatilis
Vanellus senegallus
Loxigilla portoricensis
Charadrius mongolus
Coloeus dauuricus
Histrionicus histrionicus
Larus crassirostris
Phalacrocorax capillatus
Branta nigricans
Chamaea fasciata
Chroicocephalus philadelphia
Larus occidentalis
Limnodromus griseus
Pelecanus occidentalis
Thalasseus elegans
Larus audouinii
Acestrorhynchus lacustris
Aphyocharax anisitsi
Aphyocharax dentatus
Astyanax lacustris
Bryconamericus stramineus
Carassius auratus
Cetopsorhamdia iheringi
Characidium zebra
Cichlasoma paranaense
Corydoras aeneus
Crenicichla britskii
Curculionichthys insperatus
Cyphocharax modestus
Cyprinus carpio
Eigenmannia trilineata
Erythrinus erythrinus
Farlowella amazonum
Galeocharax knerii
Gymnorhamphichthys britskii
Gymnotus carapo
Gymnotus paraguensis
Gymnotus sylvius
Hemigrammus marginatus
Hemisorubim platyrhynchos
Hoplerythrinus unitaeniatus
Hoplias malabaricus
Hyphessobrycon anisitsi
Hyphessobrycon eques
Hypostomus ancistroides
Hypostomus cochliodon
Hypostomus iheringii
Hypostomus regani
Hypostomus strigaticeps
Imparfinis mirini
Imparfinis schubarti
Leporinus elongatus
Leporinus friderici
