ID,Year,Date,Season,River,Creek,Bout,Distance,DOMGL,Salinity,TempC,Catch,CPUE,n
16EARLYDRYTB33,16,2020-02-25,EARLYDRY,TB,3,3,131,6.58,4.1,23.2,9,7,3
16EARLYDRYTB42,16,2020-02-24,EARLYDRY,TB,4,2,76,6.87,2.6,23.3,15,20,2
16LATEDRYRB101,16,2020-05-16,LATEDRY,RB,10,1,37,4.1,2.5,24.4,52,141,3
16LATEDRYRB102,16,2020-05-16,LATEDRY,RB,10,2,135,4.54,2.6,24.9,42,31,3
16LATEDRYRB103,16,2020-05-16,LATEDRY,RB,10,3,129,4.71,2.7,25.4,58,45,5
16LATEDRYRB111,16,2020-05-13,LATEDRY,RB,11,1,356,2.47,4.3,23.7,25,7,3
16LATEDRYRB112,16,2020-05-13,LATEDRY,RB,11,2,274,2.83,3.9,24.8,23,8,3
16LATEDRYRB113,16,2020-05-13,LATEDRY,RB,11,3,212,3.06,4.3,24.6,45,21,3
16LATEDRYRB131,16,2020-05-16,LATEDRY,RB,13,1,198,5.53,6.4,26.3,24,12,4
16LATEDRYRB132,16,2020-05-16,LATEDRY,RB,13,2,168,5.87,6.3,26.6,6,4,2
16LATEDRYRB133,16,2020-05-16,LATEDRY,RB,13,3,161,6.3,6.3,26.8,5,3,2
16LATEDRYRB81,16,2020-05-13,LATEDRY,RB,8,1,92,5.01,5,25.8,29,32,3
16LATEDRYRB82,16,2020-05-13,LATEDRY,RB,8,2,97,5.23,4.6,25.9,31,32,3
16LATEDRYRB83,16,2020-05-13,LATEDRY,RB,8,3,120,4.32,4.4,25.7,44,37,5
16LATEDRYRB91,16,2020-05-13,LATEDRY,RB,9,1,225,3.4,4.1,24.9,57,25,4
16LATEDRYRB92,16,2020-05-13,LATEDRY,RB,9,2,317,4.4,4,24.5,50,16,4
16LATEDRYRB93,16,2020-05-13,LATEDRY,RB,9,3,254,4.8,3.6,24.6,71,28,5
16TRANSRB101,16,2020-06-26,TRANS,RB,10,1,94,NA,0.3,30.5,39,41,2
16TRANSRB111,16,2020-01-19,TRANS,RB,11,1,76,5.19,0.3,21.2,23,30,2
16TRANSRB112,16,2020-01-19,TRANS,RB,11,2,66,5.57,0.3,21.3,39,59,2
16TRANSRB113,16,2020-06-26,TRANS,RB,11,3,79,3.48,0.4,32.7,56,71,2
16TRANSRB131,16,2020-06-26,TRANS,RB,13,1,128,2.88,0.4,31.5,32,25,2
16TRANSRB82,16,2020-01-20,TRANS,RB,8,2,52,4.6,0.3,21.6,38,73,2
16TRANSRB83,16,2020-01-20,TRANS,RB,8,3,82,4.49,0.3,21.8,42,51,4
16TRANSRB91,16,2020-01-19,TRANS,RB,9,1,44,5.23,0.3,20.5,28,64,2
16TRANSRB91,16,2020-06-26,TRANS,RB,9,1,120,1.82,0.3,29.8,28,23,2
16TRANSRB92,16,2020-01-19,TRANS,RB,9,2,60,5.59,0.3,20.7,21,35,2
16TRANSRB93,16,2020-01-19,TRANS,RB,9,3,42,5.63,0.3,21.1,42,100,3
16WETRB113,16,2019-12-11,WET,RB,11,3,46,6.4,0.2,23,35,76,2
16WETRB133,16,2019-12-11,WET,RB,13,3,53,5.03,0.3,22.1,17,32,2
16WETRB143,16,2019-12-11,WET,RB,14,3,75,7.19,0.3,22.9,20,27,2
16WETRB152,16,2019-12-12,WET,RB,15,2,130,2.76,0.5,22.9,12,9,2
16WETRB153,16,2019-12-12,WET,RB,15,3,86,3.06,0.5,22.9,7,8,2
16WETRB181,16,2019-12-12,WET,RB,18,1,50,4.95,0.2,22.7,7,14,2
16WETRB182,16,2019-12-12,WET,RB,18,2,56,5.4,0.2,22.8,13,23,2
16WETRB71,16,2019-12-11,WET,RB,7,1,96,3.04,0.8,22.6,5,5,2
16WETRB91,16,2019-12-10,WET,RB,9,1,77,5.14,0.3,22,18,23,2
16WETTB11,16,2019-12-13,WET,TB,1,1,88,3.55,2.4,23.8,16,18,2
16WETTB12,16,2019-12-13,WET,TB,1,2,48,4.83,2.8,23.9,10,21,2
16WETTB23,16,2019-12-13,WET,TB,2,3,103,4.86,1.7,24.4,30,29,2
16WETTB43,16,2019-12-13,WET,TB,4,3,55,3.9,0.8,22.6,27,49,2
17EARLYDRYRB101,17,2021-02-19,EARLYDRY,RB,10,1,67,2.85,0.3,25.7,20,30,2
17EARLYDRYRB102,17,2021-02-19,EARLYDRY,RB,10,2,98,3.02,0.3,25.8,19,19,2
17EARLYDRYRB111,17,2021-02-19,EARLYDRY,RB,11,1,88,3.12,0.3,26.6,40,46,3
17EARLYDRYRB112,17,2021-02-19,EARLYDRY,RB,11,2,74,3.98,0.3,26.8,9,12,3
17EARLYDRYRB113,17,2021-02-19,EARLYDRY,RB,11,3,79,4.58,0.3,27.2,15,19,2
17EARLYDRYRB121,17,2021-02-21,EARLYDRY,RB,12,1,80,3.81,0.6,20.1,46,57,2
17EARLYDRYRB122,17,2021-02-21,EARLYDRY,RB,12,2,94,4.24,0.5,20.4,49,52,3
17EARLYDRYRB123,17,2021-02-21,EARLYDRY,RB,12,3,85,4.67,0.4,20.6,19,22,2
17EARLYDRYRB131,17,2021-02-19,EARLYDRY,RB,13,1,80,3.6,0.3,26.4,9,11,2
17EARLYDRYRB132,17,2021-02-20,EARLYDRY,RB,13,2,76,3.16,0.3,23.3,7,9,2
17EARLYDRYRB133,17,2021-02-20,EARLYDRY,RB,13,3,76,3.44,0.3,23.2,16,21,2
17EARLYDRYRB142,17,2021-02-21,EARLYDRY,RB,14,2,76,4.11,0.4,21.9,27,35,4
17EARLYDRYRB143,17,2021-02-21,EARLYDRY,RB,14,3,92,4.59,0.4,22.1,18,20,3
17EARLYDRYRB151,17,2021-02-21,EARLYDRY,RB,15,1,86,2.37,0.8,22.8,15,18,2
17EARLYDRYRB152,17,2021-02-21,EARLYDRY,RB,15,2,100,2.65,0.8,22.8,14,14,3
17EARLYDRYRB153,17,2021-02-22,EARLYDRY,RB,15,3,140,1.08,0.8,23.3,8,6,3
17EARLYDRYRB163,17,2021-02-21,EARLYDRY,RB,16,3,100,3.13,1,21.3,50,50,2
17EARLYDRYRB181,17,2021-02-20,EARLYDRY,RB,18,1,82,3.57,0.3,23.9,9,11,2
17EARLYDRYRB182,17,2021-02-20,EARLYDRY,RB,18,2,67,3.98,0.3,23.6,26,39,2
17EARLYDRYRB73,17,2021-02-20,EARLYDRY,RB,7,3,93,3.66,0.3,22.3,13,14,2
17EARLYDRYRB81,17,2021-02-20,EARLYDRY,RB,8,1,75,3.38,0.3,23,19,25,2
17EARLYDRYRB82,17,2021-02-20,EARLYDRY,RB,8,2,74,3.26,0.3,22.5,17,23,2
17EARLYDRYTB11,17,2021-02-22,EARLYDRY,TB,1,1,80,4.15,1.8,23.3,5,6,2
17EARLYDRYTB12,17,2021-02-22,EARLYDRY,TB,1,2,63,4.73,1.7,23.7,38,61,4
17EARLYDRYTB13,17,2021-02-22,EARLYDRY,TB,1,3,75,4.41,1.8,23.7,17,23,2
17EARLYDRYTB21,17,2021-02-22,EARLYDRY,TB,2,1,75,4.48,1.3,24.1,43,57,4
17EARLYDRYTB22,17,2021-02-22,EARLYDRY,TB,2,2,77,6.62,1.4,24.5,55,72,3
17EARLYDRYTB31,17,2021-02-22,EARLYDRY,TB,3,1,87,2.72,1.2,22.1,21,24,2
17EARLYDRYTB32,17,2021-02-22,EARLYDRY,TB,3,2,82,2.57,1.1,22.2,62,75,2
17EARLYDRYTB33,17,2021-02-22,EARLYDRY,TB,3,3,109,2.78,1,22.4,17,16,3
17EARLYDRYTB41,17,2021-02-22,EARLYDRY,TB,4,1,83,2.52,0.9,22.4,43,52,2
17EARLYDRYTB42,17,2021-02-22,EARLYDRY,TB,4,2,62,2.71,0.9,22.5,28,45,2
17EARLYDRYTB43,17,2021-02-22,EARLYDRY,TB,4,3,118,2.98,0.9,22.5,23,19,2
17TRANSRB101,17,2021-01-23,TRANS,RB,10,1,88,4.86,0.2,20.4,186,212,2
17TRANSRB101,17,2021-03-19,TRANS,RB,10,1,84,3.02,0.3,24.7,186,221,3
17TRANSRB101,17,2021-04-16,TRANS,RB,10,1,113,2.87,0.4,24.5,186,165,3
17TRANSRB101,17,2021-05-22,TRANS,RB,10,1,85,2.59,0.5,24,186,218,3
17TRANSRB101,17,2021-06-22,TRANS,RB,10,1,74,2.45,0.4,29.9,186,250,3
17TRANSRB102,17,2021-01-23,TRANS,RB,10,2,86,4.95,0.2,20.7,141,165,2
17TRANSRB102,17,2021-03-19,TRANS,RB,10,2,91,3.29,0.3,25.1,141,155,2
17TRANSRB102,17,2021-04-16,TRANS,RB,10,2,86,3.11,0.4,24.4,141,164,2
17TRANSRB102,17,2021-05-22,TRANS,RB,10,2,75,2.92,0.5,24.3,141,189,3
17TRANSRB102,17,2021-06-22,TRANS,RB,10,2,82,2.42,0.4,29.8,141,171,3
17TRANSRB103,17,2021-01-23,TRANS,RB,10,3,120,5.4,0.2,21,109,91,2
17TRANSRB103,17,2021-03-19,TRANS,RB,10,3,94,3.78,0.3,25.5,109,116,2
17TRANSRB103,17,2021-04-16,TRANS,RB,10,3,65,2.96,0.4,24.5,109,168,2
17TRANSRB103,17,2021-05-22,TRANS,RB,10,3,77,2.87,0.5,24.8,109,141,4
17TRANSRB111,17,2021-01-24,TRANS,RB,11,1,93,4.51,0.2,21,114,123,2
17TRANSRB111,17,2021-04-16,TRANS,RB,11,1,91,3.03,0.4,26.2,114,125,3
17TRANSRB111,17,2021-05-22,TRANS,RB,11,1,92,4.21,0.5,26.5,114,125,4
17TRANSRB111,17,2021-06-22,TRANS,RB,11,1,104,3.2,0.5,30.4,114,110,2
17TRANSRB112,17,2021-01-24,TRANS,RB,11,2,91,4.72,0.2,20.8,89,98,2
17TRANSRB112,17,2021-03-20,TRANS,RB,11,2,86,3.56,0.3,20.3,89,103,3
17TRANSRB112,17,2021-05-22,TRANS,RB,11,2,103,3.37,0.5,26.3,89,86,2
17TRANSRB112,17,2021-06-22,TRANS,RB,11,2,100,2.99,0.4,30.3,89,89,2
17TRANSRB113,17,2021-01-24,TRANS,RB,11,3,81,5.04,0.2,21.3,263,324,2
17TRANSRB113,17,2021-04-16,TRANS,RB,11,3,73,3.98,0.4,28,263,362,2
17TRANSRB113,17,2021-05-22,TRANS,RB,11,3,49,3.2,0.4,26.1,263,533,4
17TRANSRB123,17,2021-05-24,TRANS,RB,12,3,94,1.44,1.7,25.5,10,11,2
17TRANSRB131,17,2021-04-17,TRANS,RB,13,1,103,3.61,0.4,26.2,95,92,2
17TRANSRB131,17,2021-05-23,TRANS,RB,13,1,65,4.62,0.7,25.7,95,147,3
17TRANSRB131,17,2021-06-22,TRANS,RB,13,1,59,2.08,0.5,29.5,95,161,2
17TRANSRB132,17,2021-01-23,TRANS,RB,13,2,42,5.12,0.3,20.9,115,272,2
17TRANSRB132,17,2021-03-20,TRANS,RB,13,2,107,4.22,0.3,23,115,107,2
17TRANSRB132,17,2021-04-17,TRANS,RB,13,2,95,3.42,0.4,26.3,115,121,3
17TRANSRB132,17,2021-05-23,TRANS,RB,13,2,87,5.02,0.7,26.4,115,133,2
17TRANSRB132,17,2021-06-22,TRANS,RB,13,2,74,2.18,0.5,29.4,115,154,2
17TRANSRB133,17,2021-01-23,TRANS,RB,13,3,87,5.3,0.3,21.1,133,152,2
17TRANSRB133,17,2021-03-20,TRANS,RB,13,3,87,4.45,0.4,23,133,153,3
17TRANSRB133,17,2021-04-17,TRANS,RB,13,3,95,3.21,0.4,26.4,133,140,2
17TRANSRB133,17,2021-06-22,TRANS,RB,13,3,70,2.19,0.5,29.4,133,189,3
17TRANSRB142,17,2021-05-23,TRANS,RB,14,2,134,1.3,1.5,26.4,13,10,2
17TRANSRB143,17,2021-05-23,TRANS,RB,14,3,80,1.9,1.5,26.3,23,29,2
17TRANSRB151,17,2021-05-24,TRANS,RB,15,1,114,5.48,5.7,27.4,10,9,2
17TRANSRB153,17,2021-05-24,TRANS,RB,15,3,105,4.48,4.8,27,4,4,2
17TRANSRB162,17,2021-05-24,TRANS,RB,16,2,140,4.45,4,27.2,11,8,2
17TRANSRB163,17,2021-05-24,TRANS,RB,16,3,144,5.6,4,27.3,16,11,2
17TRANSRB182,17,2021-05-23,TRANS,RB,18,2,61,5.24,0.8,26.2,28,46,4
17TRANSRB71,17,2021-05-23,TRANS,RB,7,1,149,0.3,1.8,25.1,6,4,2
17TRANSRB73,17,2021-05-23,TRANS,RB,7,3,90,0.36,1.7,25.1,45,50,2
17TRANSRB81,17,2021-01-24,TRANS,RB,8,1,72,4.05,0.3,19.8,241,333,2
17TRANSRB81,17,2021-03-20,TRANS,RB,8,1,78,3.58,0.3,22.1,241,311,2
17TRANSRB81,17,2021-04-16,TRANS,RB,8,1,69,3.77,0.4,26.9,241,349,2
17TRANSRB81,17,2021-05-23,TRANS,RB,8,1,47,3.25,0.5,24.7,241,512,4
17TRANSRB81,17,2021-06-22,TRANS,RB,8,1,135,2.15,0.5,29,241,179,3
17TRANSRB82,17,2021-01-24,TRANS,RB,8,2,63,4.41,0.2,20.2,147,232,2
17TRANSRB82,17,2021-03-20,TRANS,RB,8,2,84,4,0.3,22.2,147,174,2
17TRANSRB82,17,2021-05-23,TRANS,RB,8,2,61,3.03,0.5,25,147,242,4
17TRANSRB82,17,2021-06-22,TRANS,RB,8,2,87,2.61,0.4,29.4,147,169,2
17TRANSRB83,17,2021-01-24,TRANS,RB,8,3,93,4.32,0.3,20.5,178,192,3
17TRANSRB83,17,2021-03-20,TRANS,RB,8,3,53,4.41,0.3,22.6,178,337,2
17TRANSRB83,17,2021-04-17,TRANS,RB,8,3,128,3.03,0.4,25.8,178,139,2
17TRANSRB83,17,2021-05-23,TRANS,RB,8,3,125,2.76,0.5,25.1,178,142,3
17TRANSRB83,17,2021-06-22,TRANS,RB,8,3,124,2.51,0.4,29.7,178,144,3
17TRANSRB91,17,2021-01-23,TRANS,RB,9,1,112,4.71,0.2,21,113,101,2
17TRANSRB91,17,2021-03-19,TRANS,RB,9,1,105,3.7,0.3,25.7,113,108,2
17TRANSRB91,17,2021-04-16,TRANS,RB,9,1,80,2.87,0.4,25,113,142,2
17TRANSRB91,17,2021-05-22,TRANS,RB,9,1,86,4.31,0.5,25.6,113,131,2
17TRANSRB91,17,2021-06-22,TRANS,RB,9,1,92,2.28,0.4,29.4,113,123,2
17TRANSRB92,17,2021-01-23,TRANS,RB,9,2,77,4.56,0.2,21.2,112,145,3
17TRANSRB92,17,2021-03-19,TRANS,RB,9,2,90,3.53,0.3,25.9,112,124,2
17TRANSRB92,17,2021-04-16,TRANS,RB,9,2,57,2.74,0.4,25.2,112,196,2
17TRANSRB92,17,2021-05-22,TRANS,RB,9,2,82,2.87,0.5,25.4,112,136,4
17TRANSRB92,17,2021-06-22,TRANS,RB,9,2,83,2.15,0.4,29.2,112,135,3
17TRANSRB93,17,2021-01-23,TRANS,RB,9,3,78,4.85,0.2,21.4,127,162,2
17TRANSRB93,17,2021-03-19,TRANS,RB,9,3,100,3.9,0.3,26.1,127,127,2
17TRANSRB93,17,2021-04-16,TRANS,RB,9,3,77,3.16,0.4,25.8,127,164,2
17TRANSRB93,17,2021-05-22,TRANS,RB,9,3,82,2.75,0.5,25.3,127,156,2
17TRANSRB93,17,2021-06-22,TRANS,RB,9,3,85,2.05,0.4,29.5,127,149,2
17TRANSTB11,17,2021-05-24,TRANS,TB,1,1,68,5.91,6.2,27.8,5,7,2
17TRANSTB13,17,2021-05-24,TRANS,TB,1,3,62,6.14,6.4,27.2,9,15,3
17TRANSTB21,17,2021-05-25,TRANS,TB,2,1,97,5.72,7.2,25.4,20,21,4
17TRANSTB32,17,2021-05-24,TRANS,TB,3,2,91,6.3,5,25.3,20,22,3
17TRANSTB33,17,2021-05-24,TRANS,TB,3,3,100,6.14,4.4,25.7,44,44,2
17TRANSTB41,17,2021-05-24,TRANS,TB,4,1,70,5.7,3.8,26,27,39,3
17TRANSTB42,17,2021-05-24,TRANS,TB,4,2,64,5.64,4.1,25.8,10,16,2
17TRANSTB43,17,2021-05-24,TRANS,TB,4,3,94,5.75,3.6,26.3,11,12,2
17WETRB101,17,NA,WET,RB,10,1,77,3.68,0.2,22.7,12,16,2
17WETRB102,17,NA,WET,RB,10,2,98,4.16,0.2,22.8,18,18,2
17WETRB111,17,NA,WET,RB,11,1,78,4.11,0.2,23.6,27,35,2
17WETRB112,17,NA,WET,RB,11,2,98,3.89,0.2,23.9,10,10,2
17WETRB123,17,2020-12-17,WET,RB,12,3,108,3.13,0.2,23,5,5,2
17WETRB131,17,2020-12-16,WET,RB,13,1,78,3.58,0.2,23.2,6,8,2
17WETRB132,17,2020-12-16,WET,RB,13,2,78,3.61,0.2,23.2,19,24,2
17WETRB163,17,2020-12-17,WET,RB,16,3,100,3.7,0.2,22.2,4,4,2
17WETRB81,17,NA,WET,RB,8,1,91,3.88,0.2,23.5,19,21,2
17WETRB83,17,2020-12-16,WET,RB,8,3,78,3.23,0.2,23.3,16,21,2
17WETTB11,17,2020-12-18,WET,TB,1,1,87,4.4,0.3,21.7,19,22,3
17WETTB13,17,2020-12-18,WET,TB,1,3,59,4.56,0.4,20.7,17,29,2
17WETTB21,17,2020-12-17,WET,TB,2,1,98,4.32,0.3,25.1,16,16,3
17WETTB22,17,2020-12-17,WET,TB,2,2,81,5.4,0.4,24.7,46,57,3
17WETTB43,17,2020-12-17,WET,TB,4,3,112,3.89,0.3,23.7,11,10,2
18EARLYDRYRB101,18,2022-02-13,EARLYDRY,RB,10,1,72,6,0.3,20.8,95,132,3
18EARLYDRYRB102,18,2022-02-13,EARLYDRY,RB,10,2,96,6.17,0.3,21.2,5,5,2
18EARLYDRYRB111,18,2022-02-13,EARLYDRY,RB,11,1,88,5.98,0.2,21.6,8,9,2
18EARLYDRYRB122,18,2022-02-12,EARLYDRY,RB,12,2,119,3.78,0.5,19.9,9,8,2
18EARLYDRYRB123,18,2022-02-12,EARLYDRY,RB,12,3,109,3.54,0.5,19.9,13,12,2
18EARLYDRYRB141,18,2022-02-12,EARLYDRY,RB,14,1,73,3.68,0.5,21.6,9,12,2
18EARLYDRYRB142,18,2022-02-13,EARLYDRY,RB,14,2,77,4.49,0.4,20.9,8,10,2
18EARLYDRYRB182,18,2022-02-12,EARLYDRY,RB,18,2,78,5.27,0.4,22.5,13,17,2
18EARLYDRYRB81,18,2022-02-13,EARLYDRY,RB,8,1,67,6.04,0.3,20.5,6,9,2
18EARLYDRYRB83,18,2022-02-13,EARLYDRY,RB,8,3,51,5.76,0.2,20.7,3,6,2
18EARLYDRYRB93,18,2022-02-13,EARLYDRY,RB,9,3,97,5.34,0.3,21.4,12,12,2
18EARLYDRYTB11,18,2022-02-11,EARLYDRY,TB,1,1,79,4.75,1.9,22.4,25,32,3
18EARLYDRYTB12,18,2022-02-11,EARLYDRY,TB,1,2,61,4.95,2,22.1,14,23,2
18EARLYDRYTB21,18,2022-02-11,EARLYDRY,TB,2,1,105,4.58,1.5,23.3,24,23,2
18EARLYDRYTB31,18,2022-02-11,EARLYDRY,TB,3,1,92,3.39,1.1,20.7,23,25,2
18EARLYDRYTB32,18,2022-02-11,EARLYDRY,TB,3,2,84,3.54,1,20.9,13,15,2
18EARLYDRYTB33,18,2022-02-11,EARLYDRY,TB,3,3,60,3.05,0.9,21.1,28,46,2
18EARLYDRYTB41,18,2022-02-11,EARLYDRY,TB,4,1,82,2.94,0.8,21.5,10,12,2
18EARLYDRYTB42,18,2022-02-11,EARLYDRY,TB,4,2,78,3.12,0.8,21.9,23,29,3
18EARLYDRYTB43,18,2022-02-11,EARLYDRY,TB,4,3,58,3.11,0.8,22,72,125,3
18LATEDRYRB102,18,2022-05-04,LATEDRY,RB,10,2,88,4.22,0.3,27,4,5,2
18LATEDRYRB111,18,2022-05-04,LATEDRY,RB,11,1,112,3.56,0.3,27.5,56,50,2
18LATEDRYRB112,18,2022-05-04,LATEDRY,RB,11,2,120,3.62,0.3,28.1,11,9,2
18LATEDRYRB113,18,2022-05-04,LATEDRY,RB,11,3,107,4.25,0.3,29.5,16,15,2
18LATEDRYRB132,18,2022-05-05,LATEDRY,RB,13,2,95,3.59,0.3,27.8,13,14,2
18LATEDRYRB133,18,2022-05-05,LATEDRY,RB,13,3,89,3.78,0.3,28.2,16,18,2
18LATEDRYRB141,18,2022-05-05,LATEDRY,RB,14,1,90,2.2,0.5,26.3,8,9,2
18LATEDRYRB142,18,2022-05-05,LATEDRY,RB,14,2,65,2.01,0.5,26.2,16,25,2
18LATEDRYRB143,18,2022-05-05,LATEDRY,RB,14,3,66,2.45,0.5,26.3,16,24,2
18LATEDRYRB161,18,2022-05-06,LATEDRY,RB,16,1,88,1.68,1.9,26.9,29,33,3
18LATEDRYRB181,18,2022-05-05,LATEDRY,RB,18,1,115,3.35,0.4,26.6,16,14,2
18LATEDRYRB182,18,2022-05-05,LATEDRY,RB,18,2,86,3.55,0.4,26.8,62,73,3
18LATEDRYRB71,18,2022-05-05,LATEDRY,RB,7,1,140,2.04,0.5,26.6,16,11,3
18LATEDRYRB82,18,2022-05-04,LATEDRY,RB,8,2,70,3.57,0.3,26.7,10,14,2
18LATEDRYRB83,18,2022-05-04,LATEDRY,RB,8,3,100,3.7,0.3,26.5,7,7,2
18LATEDRYTB13,18,2022-05-07,LATEDRY,TB,1,3,85,3.45,5.4,29.8,9,11,2
18LATEDRYTB23,18,2022-05-07,LATEDRY,TB,2,3,96,4.44,5.3,29.5,14,15,2
18LATEDRYTB32,18,2022-05-06,LATEDRY,TB,3,2,111,5.25,3.7,30.5,3,3,2
18LATEDRYTB42,18,2022-05-06,LATEDRY,TB,4,2,130,4.05,1.8,30,22,17,2
18LATEDRYTB43,18,2022-05-06,LATEDRY,TB,4,3,80,4.1,1.8,30,9,11,2
18TRANSRB101,18,2022-01-16,TRANS,RB,10,1,60,5.42,0.3,18.9,84,140,2
18TRANSRB101,18,2022-03-12,TRANS,RB,10,1,97,3.62,0.3,26.6,84,86,2
18TRANSRB101,18,2022-04-09,TRANS,RB,10,1,50,3.77,0.3,22.5,84,169,2
18TRANSRB102,18,2022-01-16,TRANS,RB,10,2,107,5.69,0.3,19.1,36,34,2
18TRANSRB102,18,2022-04-10,TRANS,RB,10,2,69,NA,0.3,21.3,36,52,2
18TRANSRB103,18,2022-06-10,TRANS,RB,10,3,107,NA,0.2,29.3,33,31,2
18TRANSRB112,18,2022-03-12,TRANS,RB,11,2,90,3.5,0.3,26.2,19,21,2
18TRANSRB113,18,2022-06-10,TRANS,RB,11,3,109,NA,0.2,29.8,48,44,3
18TRANSRB131,18,2022-03-13,TRANS,RB,13,1,47,3.55,0.4,20.5,55,118,3
18TRANSRB131,18,2022-04-10,TRANS,RB,13,1,72,NA,0.3,20.8,55,76,2
18TRANSRB131,18,2022-06-10,TRANS,RB,13,1,44,2.32,0.2,27.7,55,126,2
18TRANSRB132,18,2022-01-15,TRANS,RB,13,2,79,5.29,0.3,18.4,72,91,3
18TRANSRB132,18,2022-04-10,TRANS,RB,13,2,43,NA,0.3,20.5,72,167,3
18TRANSRB133,18,2022-01-15,TRANS,RB,13,3,86,5.42,0.3,18.5,62,72,3
18TRANSRB133,18,2022-03-13,TRANS,RB,13,3,56,4.23,0.4,19.9,62,111,3
18TRANSRB81,18,2022-03-12,TRANS,RB,8,1,97,5.15,0.3,26.9,48,49,2
18TRANSRB82,18,2022-04-10,TRANS,RB,8,2,89,NA,0.3,20.2,66,74,2
18TRANSRB82,18,2022-06-11,TRANS,RB,8,2,103,NA,0.2,27.3,66,64,2
18TRANSRB83,18,2022-03-12,TRANS,RB,8,3,96,5.07,0.3,26.5,32,33,2
18TRANSRB91,18,2022-03-12,TRANS,RB,9,1,100,3.4,0.3,26.6,49,49,2
18TRANSRB91,18,2022-06-10,TRANS,RB,9,1,122,3.07,0.2,28.6,49,40,2
18TRANSRB93,18,2022-01-16,TRANS,RB,9,3,86,5.07,0.3,19.5,26,30,2
18TRANSRB93,18,2022-06-10,TRANS,RB,9,3,73,NA,0.2,29,26,36,2
18WETRB112,18,2021-12-09,WET,RB,11,2,98,3.65,0.3,23.9,10,10,3
18WETRB122,18,2021-12-11,WET,RB,12,2,155,3.31,0.3,22.2,9,6,2
18WETRB123,18,2021-12-11,WET,RB,12,3,163,3.22,0.3,22.3,9,6,2
18WETRB133,18,2021-12-09,WET,RB,13,3,75,3.75,0.3,24.4,12,16,2
18WETRB161,18,2021-12-11,WET,RB,16,1,127,3.24,0.4,23.4,40,31,3
18WETRB83,18,2021-12-09,WET,RB,8,3,64,3.52,0.3,24,5,8,2
18WETRB93,18,2021-12-10,WET,RB,9,3,300,3.2,0.3,34.3,5,2,2
18WETTB11,18,2021-12-11,WET,TB,1,1,56,4.25,0.5,25,14,25,2
18WETTB12,18,2021-12-11,WET,TB,1,2,48,4.74,0.8,25,12,25,2
18WETTB13,18,2021-12-11,WET,TB,1,3,60,4.3,0.8,24.1,15,25,2
18WETTB21,18,2021-12-11,WET,TB,2,1,112,4.93,0.6,25.3,24,21,2
18WETTB22,18,2021-12-11,WET,TB,2,2,82,5.4,0.7,25.6,23,28,2
18WETTB23,18,2021-12-11,WET,TB,2,3,105,5.15,0.7,25.6,34,32,3
18WETTB31,18,2021-12-12,WET,TB,3,1,86,3.84,0.5,23.9,21,24,2
18WETTB32,18,2021-12-12,WET,TB,3,2,90,3.46,0.4,23.8,17,19,2
18WETTB33,18,2021-12-12,WET,TB,3,3,95,3.85,0.4,24.2,23,24,2
18WETTB41,18,2021-12-12,WET,TB,4,1,68,3.75,0.4,24.3,15,22,2
19EARLYDRYRB113,19,2023-02-10,EARLYDRY,RB,11,3,103,5.98,0.3,26.1,15,15,2
19EARLYDRYRB123,19,2023-02-11,EARLYDRY,RB,12,3,105,3.77,0.3,23.2,12,11,2
19EARLYDRYRB151,19,2023-02-11,EARLYDRY,RB,15,1,125,2.92,0.4,25,8,6,2
19EARLYDRYRB152,19,2023-02-11,EARLYDRY,RB,15,2,106,3.16,0.4,25,13,12,3
19EARLYDRYRB161,19,2023-02-11,EARLYDRY,RB,16,1,120,2.98,1,24.3,4,3,2
19EARLYDRYRB162,19,2023-02-11,EARLYDRY,RB,16,2,114,3.45,0.9,24.2,7,6,2
19EARLYDRYRB71,19,2023-02-12,EARLYDRY,RB,7,1,99,2.75,0.4,23.3,12,12,2
19EARLYDRYRB73,19,2023-02-12,EARLYDRY,RB,7,3,71,3.05,0.3,22.9,17,24,2
19EARLYDRYRB83,19,2023-02-10,EARLYDRY,RB,8,3,86,5.01,0.3,25,12,14,3
19EARLYDRYRB91,19,2023-02-10,EARLYDRY,RB,9,1,120,3.66,0.3,22.9,7,6,2
19EARLYDRYTB12,19,2023-02-13,EARLYDRY,TB,1,2,99,6,1.9,22.8,18,18,3
19EARLYDRYTB13,19,2023-02-13,EARLYDRY,TB,1,3,65,5.4,1.9,21.7,19,29,3
19EARLYDRYTB21,19,2023-02-13,EARLYDRY,TB,2,1,108,5.86,2.1,23.3,27,25,2
19EARLYDRYTB23,19,2023-02-13,EARLYDRY,TB,2,3,74,6.57,2.1,23.1,15,20,3
19EARLYDRYTB31,19,2023-02-12,EARLYDRY,TB,3,1,72,5,1.9,25,10,14,2
19EARLYDRYTB32,19,2023-02-12,EARLYDRY,TB,3,2,90,5.24,1.5,25,17,19,2
19EARLYDRYTB33,19,2023-02-12,EARLYDRY,TB,3,3,94,5.19,1.3,24.9,29,31,2
19EARLYDRYTB41,19,2023-02-12,EARLYDRY,TB,4,1,84,4.64,1,24.8,12,14,2
19EARLYDRYTB42,19,2023-02-12,EARLYDRY,TB,4,2,96,4.21,0.8,24.7,34,35,2
19LATEDRYRB101,19,2023-05-06,LATEDRY,RB,10,1,88,3.1,0.3,26.9,35,40,3
