ID,Year,Date,Season,River,Creek,Bout,Distance,DOMGL,Salinity,TempC,Catch,CPUE,test.total
11LATEDRYRB121,11,2015-04-11,LATEDRY,RB,12,1,80,0.35,4.7,25.3,13,16,7
11LATEDRYRB122,11,2015-04-11,LATEDRY,RB,12,2,80,1.18,3.8,26.3,17,21,18
11LATEDRYRB123,11,2015-04-11,LATEDRY,RB,12,3,63,1.09,3.4,26.3,22,35,21
11LATEDRYRB131,11,2015-04-13,LATEDRY,RB,13,1,101,5.35,2.7,29.2,12,12,8
11LATEDRYRB132,11,2015-04-13,LATEDRY,RB,13,2,75,5.12,2.9,29.9,3,4,1
11LATEDRYRB133,11,2015-04-13,LATEDRY,RB,13,3,109,5.61,2.5,29.2,18,17,21
11LATEDRYRB141,11,2015-04-14,LATEDRY,RB,14,1,131,2.13,3.5,27.2,8,6,12
11LATEDRYRB142,11,2015-04-14,LATEDRY,RB,14,2,136,2.02,3.5,27.1,6,4,5
11LATEDRYRB143,11,2015-04-14,LATEDRY,RB,14,3,97,1.74,3.5,27.2,10,10,5
11LATEDRYRB152,11,2015-04-14,LATEDRY,RB,15,2,101,1.18,7.7,27.1,2,2,0
11LATEDRYRB161,11,2015-04-11,LATEDRY,RB,16,1,96,2.32,7.2,27.9,29,30,6
11LATEDRYRB162,11,2015-04-11,LATEDRY,RB,16,2,120,1.18,6.7,27.7,5,4,1
11LATEDRYRB181,11,2015-04-14,LATEDRY,RB,18,1,90,4.01,3.5,28.7,7,8,6
11LATEDRYRB182,11,2015-04-14,LATEDRY,RB,18,2,77,4.84,3.5,29.3,9,12,7
11LATEDRYRB71,11,2015-04-14,LATEDRY,RB,7,1,103,0.2,2.2,25.2,16,16,15
11LATEDRYRB72,11,2015-04-14,LATEDRY,RB,7,2,118,0.87,2.2,25.2,5,4,4
11LATEDRYRB73,11,2015-04-14,LATEDRY,RB,7,3,170,0.36,2.2,25.5,10,6,16
11LATEDRYRB81,11,2015-04-13,LATEDRY,RB,8,1,81,4.13,1.2,26.7,32,40,21
11LATEDRYRB82,11,2015-04-13,LATEDRY,RB,8,2,101,4.41,1.1,27,37,37,41
11LATEDRYRB83,11,2015-04-13,LATEDRY,RB,8,3,92,4.13,1.2,26.7,21,23,18
11LATEDRYRB91,11,2015-04-13,LATEDRY,RB,9,1,107,2.22,1.1,26.5,44,41,47
11LATEDRYRB92,11,2015-04-13,LATEDRY,RB,9,2,99,4.58,1.1,27.6,32,32,20
11LATEDRYRB93,11,2015-04-13,LATEDRY,RB,9,3,87,1.53,1.1,26.7,60,69,80
11WETRB101,11,2014-12-13,WET,RB,10,1,113,NA,0.3,15.9,7,6,12
11WETRB102,11,2014-12-13,WET,RB,10,2,102,NA,0.3,16.1,11,11,10
11WETRB103,11,2014-12-13,WET,RB,10,3,94,NA,0.3,16.4,3,3,2
11WETRB111,11,2014-12-13,WET,RB,11,1,82,NA,0.3,15.4,13,16,25
11WETRB112,11,2014-12-13,WET,RB,11,2,96,NA,0.3,15.1,27,28,48
11WETRB121,11,2014-12-11,WET,RB,12,1,99,NA,0.3,14.5,50,51,22
11WETRB123,11,2014-12-11,WET,RB,12,3,77,NA,0.3,14.5,27,35,22
11WETRB131,11,2014-12-15,WET,RB,13,1,81,NA,0.3,16.1,8,10,12
11WETRB132,11,2014-12-15,WET,RB,13,2,90,NA,0.3,16.3,21,23,17
11WETRB133,11,2014-12-15,WET,RB,13,3,90,NA,0.3,16.1,14,16,7
11WETRB143,11,2014-12-13,WET,RB,14,3,100,NA,0.3,16.1,15,15,13
11WETRB151,11,2014-12-14,WET,RB,15,1,98,NA,0.3,16.9,4,4,3
11WETRB153,11,2014-12-14,WET,RB,15,3,109,NA,0.3,17,3,3,2
11WETRB163,11,2014-12-12,WET,RB,16,3,NA,NA,0.6,15.4,4,NA,3
11WETRB181,11,2014-12-14,WET,RB,18,1,103,NA,0.3,16.9,13,13,15
11WETRB182,11,2014-12-14,WET,RB,18,2,79,NA,0.3,17,39,49,47
11WETRB183,11,2014-12-14,WET,RB,18,3,102,NA,0.3,17.1,17,17,25
11WETRB81,11,2014-12-14,WET,RB,8,1,101,NA,0.3,15.9,12,12,11
11WETRB92,11,2014-12-13,WET,RB,9,2,90,NA,0.3,16.2,25,28,8
11WETTB11,11,2014-12-12,WET,TB,1,1,76,NA,4.1,19.3,5,7,3
11WETTB12,11,2014-12-12,WET,TB,1,2,81,NA,3.9,18.4,18,22,15
11WETTB13,11,2014-12-12,WET,TB,1,3,106,NA,3.8,18.2,13,12,7
11WETTB21,11,2014-12-12,WET,TB,2,1,80,NA,4,21,20,25,27
11WETTB22,11,2014-12-12,WET,TB,2,2,98,NA,4.6,20.4,2,2,1
11WETTB23,11,2014-12-12,WET,TB,2,3,104,NA,4.3,20.1,15,14,11
11WETTB31,11,2014-12-12,WET,TB,3,1,81,NA,3.9,18.9,3,4,2
11WETTB32,11,2014-12-12,WET,TB,3,2,99,NA,3.1,19.3,13,13,6
11WETTB33,11,2014-12-12,WET,TB,3,3,90,NA,1.7,18.7,16,18,3
11WETTB41,11,2014-12-12,WET,TB,4,1,63,NA,2.1,18,6,10,5
11WETTB42,11,2014-12-12,WET,TB,4,2,60,NA,2.4,18.5,1,2,0
12EARLYDRYRB102,12,2016-02-22,EARLYDRY,RB,10,2,101,5.05,0.2,22.4,7,7,6
12EARLYDRYRB112,12,2016-02-22,EARLYDRY,RB,11,2,90,4.53,0.2,23.2,20,22,23
12EARLYDRYRB113,12,2016-02-22,EARLYDRY,RB,11,3,95,5.68,0.2,23.6,3,3,2
12EARLYDRYRB121,12,2016-02-21,EARLYDRY,RB,12,1,78,4.87,0.3,19.2,23,29,20
12EARLYDRYRB122,12,2016-02-21,EARLYDRY,RB,12,2,83,4.99,0.3,19.6,12,14,14
12EARLYDRYRB123,12,2016-02-21,EARLYDRY,RB,12,3,115,5.22,0.2,19.8,14,12,11
12EARLYDRYRB131,12,2016-02-22,EARLYDRY,RB,13,1,85,5.64,0.2,22.4,13,15,12
12EARLYDRYRB132,12,2016-02-22,EARLYDRY,RB,13,2,75,5.47,0.2,22.5,6,8,3
12EARLYDRYRB133,12,2016-02-23,EARLYDRY,RB,13,3,82,4.4,0.2,22.5,13,16,9
12EARLYDRYRB141,12,2016-02-23,EARLYDRY,RB,14,1,80,4.35,0.2,22.7,15,19,12
12EARLYDRYRB142,12,2016-02-23,EARLYDRY,RB,14,2,85,5.17,0.2,23.1,13,15,11
12EARLYDRYRB151,12,2016-02-23,EARLYDRY,RB,15,1,100,4.5,0.3,23.1,29,29,7
12EARLYDRYRB152,12,2016-02-23,EARLYDRY,RB,15,2,129,4.89,0.3,23,8,6,1
12EARLYDRYRB153,12,2016-02-23,EARLYDRY,RB,15,3,121,4.51,0.3,23.1,9,7,3
12EARLYDRYRB161,12,2016-02-21,EARLYDRY,RB,16,1,106,4.5,0.6,20.1,10,9,9
12EARLYDRYRB163,12,2016-02-21,EARLYDRY,RB,16,3,110,4.47,0.7,20.5,6,5,5
12EARLYDRYRB182,12,2016-02-23,EARLYDRY,RB,18,2,115,4.22,0.2,22.9,22,19,5
12EARLYDRYRB183,12,2016-02-23,EARLYDRY,RB,18,3,121,4.76,0.2,22.8,12,10,8
12EARLYDRYRB72,12,2016-02-23,EARLYDRY,RB,7,2,128,3.92,0.3,23,4,3,3
12EARLYDRYRB81,12,2016-02-22,EARLYDRY,RB,8,1,94,4.59,0.2,20.8,12,13,2
12EARLYDRYRB82,12,2016-02-22,EARLYDRY,RB,8,2,84,4.48,0.2,20.9,2,2,1
12EARLYDRYRB83,12,2016-02-22,EARLYDRY,RB,8,3,103,4.48,0.2,20.9,7,7,2
12EARLYDRYRB93,12,2016-02-22,EARLYDRY,RB,9,3,120,3.98,0.2,21.5,8,7,4
12EARLYDRYTB11,12,2016-02-23,EARLYDRY,TB,1,1,70,7.01,0.9,23.8,8,11,7
12EARLYDRYTB12,12,2016-02-23,EARLYDRY,TB,1,2,80,6.8,0.9,24,26,32,18
12EARLYDRYTB13,12,2016-02-24,EARLYDRY,TB,1,3,104,7.08,0.8,25.5,18,17,13
12EARLYDRYTB21,12,2016-02-24,EARLYDRY,TB,2,1,125,7.07,0.6,25.5,17,14,3
12EARLYDRYTB22,12,2016-02-24,EARLYDRY,TB,2,2,121,7.62,0.6,25.2,23,19,27
12EARLYDRYTB23,12,2016-02-24,EARLYDRY,TB,2,3,132,7.3,0.7,25.3,25,19,20
12EARLYDRYTB31,12,2016-02-24,EARLYDRY,TB,3,1,108,6.22,0.9,23,19,18,30
12EARLYDRYTB32,12,2016-02-24,EARLYDRY,TB,3,2,86,6.64,0.6,23.3,15,17,7
12EARLYDRYTB33,12,2016-02-24,EARLYDRY,TB,3,3,120,6.32,0.5,23.4,27,22,42
12EARLYDRYTB41,12,2016-02-24,EARLYDRY,TB,4,1,100,5.75,0.5,23.4,29,29,45
12EARLYDRYTB42,12,2016-02-24,EARLYDRY,TB,4,2,119,5.5,0.5,23.7,11,9,6
12EARLYDRYTB43,12,2016-02-24,EARLYDRY,TB,4,3,139,5.71,0.5,23.8,16,12,22
12LATEDRYRB103,12,2016-05-13,LATEDRY,RB,10,3,105,3.22,0.3,27.7,6,6,5
12LATEDRYRB111,12,2016-05-13,LATEDRY,RB,11,1,89,2.69,0.3,26.6,4,4,7
12LATEDRYRB112,12,2016-05-13,LATEDRY,RB,11,2,103,2.75,0.3,26.9,4,4,3
12LATEDRYRB123,12,2016-05-25,LATEDRY,RB,12,3,152,2.52,0.3,27,12,8,19
12LATEDRYRB131,12,2016-05-12,LATEDRY,RB,13,1,70,2.7,0.3,26.7,12,17,11
12LATEDRYRB141,12,2016-05-26,LATEDRY,RB,14,1,88,1.95,0.5,27.4,17,19,12
12LATEDRYRB142,12,2016-05-26,LATEDRY,RB,14,2,78,2.93,0.4,27.8,11,14,8
12LATEDRYRB143,12,2016-05-26,LATEDRY,RB,14,3,170,2.95,0.4,28.1,11,6,5
12LATEDRYRB151,12,2016-05-27,LATEDRY,RB,15,1,140,0.52,0.7,27.8,8,6,14
12LATEDRYRB152,12,2016-05-27,LATEDRY,RB,15,2,136,0.5,0.7,27.8,3,2,1
12LATEDRYRB161,12,2016-05-25,LATEDRY,RB,16,1,132,2.76,0.8,26.8,13,10,11
12LATEDRYRB162,12,2016-05-25,LATEDRY,RB,16,2,127,3.03,0.7,27.2,8,6,5
12LATEDRYRB163,12,2016-05-25,LATEDRY,RB,16,3,111,3.03,0.6,27.1,10,9,4
12LATEDRYRB71,12,2016-05-26,LATEDRY,RB,7,1,118,1.06,0.5,25.4,7,6,6
12LATEDRYRB82,12,2016-05-12,LATEDRY,RB,8,2,120,3.23,0.3,26.7,19,16,12
12LATEDRYRB91,12,2016-05-13,LATEDRY,RB,9,1,110,2.5,0.3,25.2,7,6,6
12LATEDRYRB92,12,2016-05-13,LATEDRY,RB,9,2,98,2.33,0.3,25.6,6,6,4
12LATEDRYTB11,12,2016-05-27,LATEDRY,TB,1,1,82,3.77,2.3,27.3,14,17,11
12LATEDRYTB12,12,2016-05-27,LATEDRY,TB,1,2,80,4.1,2.7,27.7,21,26,12
12LATEDRYTB13,12,2016-05-27,LATEDRY,TB,1,3,110,3.33,2.7,27.2,32,29,25
12LATEDRYTB21,12,2016-05-27,LATEDRY,TB,2,1,87,4.2,2.2,27.6,9,10,4
12LATEDRYTB22,12,2016-05-27,LATEDRY,TB,2,2,97,4.21,2.1,27.6,12,12,5
12LATEDRYTB23,12,2016-05-27,LATEDRY,TB,2,3,94,4.6,2.1,27.6,23,25,12
12LATEDRYTB31,12,2016-05-27,LATEDRY,TB,3,1,100,4.35,1.7,28.2,30,30,7
12LATEDRYTB32,12,2016-05-27,LATEDRY,TB,3,2,124,3.74,1.2,28.9,22,18,17
12LATEDRYTB33,12,2016-05-27,LATEDRY,TB,3,3,117,3.5,1,28.5,22,19,12
12LATEDRYTB41,12,2016-05-26,LATEDRY,TB,4,1,112,3.63,0.8,28.6,25,22,16
12LATEDRYTB42,12,2016-05-26,LATEDRY,TB,4,2,115,3.52,0.8,28.6,6,5,8
12LATEDRYTB43,12,2016-05-26,LATEDRY,TB,4,3,120,3.03,0.8,28.4,20,17,36
12TRANSRB101,12,2016-04-18,TRANS,RB,10,1,126,4.34,0.3,23.4,31,25,60
12TRANSRB102,12,2016-04-18,TRANS,RB,10,2,137,4.83,0.3,24.3,9,7,14
12TRANSRB103,12,2016-04-18,TRANS,RB,10,3,104,6.18,0.3,24.9,5,5,2
12TRANSRB111,12,2016-04-18,TRANS,RB,11,1,131,4.75,0.3,23.9,8,6,5
12TRANSRB113,12,2016-04-18,TRANS,RB,11,3,96,5.34,0.2,25.5,9,9,8
12TRANSRB131,12,2016-04-17,TRANS,RB,13,1,89,4.36,0.3,25.7,12,13,11
12TRANSRB133,12,2016-04-17,TRANS,RB,13,3,81,4.18,0.3,25.5,5,6,3
12TRANSRB81,12,2016-04-17,TRANS,RB,8,1,117,4.11,0.3,25.7,11,9,8
12TRANSRB82,12,2016-04-17,TRANS,RB,8,2,79,3.93,0.3,25.4,10,13,5
12TRANSRB83,12,2016-04-17,TRANS,RB,8,3,79,4.02,0.3,25.4,19,24,23
12TRANSRB91,12,2016-04-18,TRANS,RB,9,1,85,3.82,0.3,22.8,5,6,3
12TRANSRB92,12,2016-04-18,TRANS,RB,9,2,110,3.89,0.3,22.7,10,9,8
12TRANSRB93,12,2016-04-18,TRANS,RB,9,3,100,3.85,0.3,22.8,22,22,14
12WETRB101,12,2015-12-15,WET,RB,10,1,119,3.34,0.2,24.7,10,8,9
12WETRB111,12,2015-12-15,WET,RB,11,1,89,3.4,2,25,12,13,10
12WETRB112,12,2015-12-15,WET,RB,11,2,80,3.5,0.2,25.3,6,8,9
12WETRB121,12,2015-12-14,WET,RB,12,1,78,2.82,0.2,23.1,10,13,9
12WETRB122,12,2015-12-14,WET,RB,12,2,123,3.31,0.2,23.4,9,7,14
12WETRB131,12,2015-12-17,WET,RB,13,1,67,3.11,0.2,25.5,15,22,11
12WETRB132,12,2015-12-17,WET,RB,13,2,66,3.33,0.2,25.5,10,15,6
12WETRB133,12,2015-12-17,WET,RB,13,3,75,3.13,0.2,25.6,12,16,19
12WETRB141,12,2015-12-17,WET,RB,14,1,99,2.93,0.2,24.7,5,5,4
12WETRB142,12,2015-12-17,WET,RB,14,2,88,3.11,0.2,24.8,10,11,15
12WETRB153,12,2015-12-17,WET,RB,15,3,94,3.11,0.2,25.6,1,1,0
12WETRB161,12,2015-12-14,WET,RB,16,1,117,4.35,0.5,23.9,7,6,6
12WETRB162,12,2015-12-14,WET,RB,16,2,120,4.6,0.4,23.7,7,6,6
12WETRB163,12,2015-12-14,WET,RB,16,3,97,4.16,0.4,23.7,4,4,1
12WETRB181,12,2015-12-17,WET,RB,18,1,132,3.16,0.2,25.5,14,11,24
12WETRB182,12,2015-12-17,WET,RB,18,2,133,3.6,0.2,26.2,20,15,23
12WETRB82,12,2015-12-15,WET,RB,8,2,64,3.2,0.2,24.3,15,23,8
12WETRB91,12,2015-12-15,WET,RB,9,1,111,3.96,0.2,24.5,5,5,4
12WETRB92,12,2015-12-15,WET,RB,9,2,89,2.8,0.2,25.3,6,7,5
12WETRB93,12,2015-12-15,WET,RB,9,3,99,2.81,0.2,25.5,8,8,10
12WETTB11,12,2015-12-16,WET,TB,1,1,58,3.98,1.7,25.7,14,24,9
12WETTB12,12,2015-12-16,WET,TB,1,2,64,4,1.4,25.7,13,20,7
12WETTB13,12,2015-12-16,WET,TB,1,3,87,4.54,1.7,25.5,15,17,11
12WETTB21,12,2015-12-16,WET,TB,2,1,110,4.5,1.2,26.3,25,23,16
12WETTB22,12,2015-12-16,WET,TB,2,2,84,4.37,1.2,26.1,61,73,17
12WETTB23,12,2015-12-16,WET,TB,2,3,113,5.35,1.4,26.5,12,11,8
12WETTB31,12,2015-12-16,WET,TB,3,1,86,4.52,1.1,25,5,6,3
12WETTB32,12,2015-12-16,WET,TB,3,2,71,4.68,0.8,25.5,18,25,11
12WETTB33,12,2015-12-16,WET,TB,3,3,84,3.88,0.3,25.1,15,18,8
12WETTB41,12,2015-12-16,WET,TB,4,1,91,7,0.3,25.2,19,21,12
12WETTB42,12,2015-12-16,WET,TB,4,2,96,3.5,0.3,25.1,8,8,5
12WETTB43,12,2015-12-16,WET,TB,4,3,118,3.58,0.3,25.1,16,14,14
13EARLYDRYRB101,13,2017-02-26,EARLYDRY,RB,10,1,48,3.63,0.3,21.6,41,85,36
13EARLYDRYRB102,13,2017-02-26,EARLYDRY,RB,10,2,65,4.04,0.3,22.2,37,57,38
13EARLYDRYRB103,13,2017-02-26,EARLYDRY,RB,10,3,72,4.2,0.3,22.6,28,39,42
13EARLYDRYRB111,13,2017-02-26,EARLYDRY,RB,11,1,71,3.52,0.3,21.3,13,18,18
13EARLYDRYRB112,13,2017-02-26,EARLYDRY,RB,11,2,113,3.63,0.3,21.6,34,30,19
13EARLYDRYRB113,13,2017-02-26,EARLYDRY,RB,11,3,70,3.48,0.3,21.1,36,51,29
13EARLYDRYRB121,13,2017-03-04,EARLYDRY,RB,12,1,121,1.66,1.1,21.9,57,47,68
13EARLYDRYRB122,13,2017-03-04,EARLYDRY,RB,12,2,109,1.9,1.1,22,58,53,94
13EARLYDRYRB123,13,2017-03-04,EARLYDRY,RB,12,3,115,1.84,1,22,125,109,246
13EARLYDRYRB131,13,2017-02-27,EARLYDRY,RB,13,1,95,3.92,0.4,23.4,48,51,44
13EARLYDRYRB132,13,2017-02-27,EARLYDRY,RB,13,2,118,4.27,0.4,23.7,33,28,40
13EARLYDRYRB133,13,2017-02-27,EARLYDRY,RB,13,3,90,4.34,0.4,23.9,36,40,46
13EARLYDRYRB141,13,2017-02-27,EARLYDRY,RB,14,1,109,4.81,0.7,23.6,22,20,20
13EARLYDRYRB142,13,2017-02-27,EARLYDRY,RB,14,2,83,5.07,0.6,23.8,41,49,63
13EARLYDRYRB143,13,2017-02-27,EARLYDRY,RB,14,3,100,5.02,0.6,24.2,21,21,17
13EARLYDRYRB153,13,2017-03-04,EARLYDRY,RB,15,3,118,0.5,1.3,23.5,14,12,26
13EARLYDRYRB161,13,2017-03-03,EARLYDRY,RB,16,1,159,3.5,2.2,23.7,10,6,8
13EARLYDRYRB162,13,2017-03-03,EARLYDRY,RB,16,2,142,3.24,1.7,23.5,6,4,3
13EARLYDRYRB163,13,2017-03-03,EARLYDRY,RB,16,3,125,2.7,1.3,23.6,12,10,19
13EARLYDRYRB181,13,2017-03-05,EARLYDRY,RB,18,1,111,5.76,0.8,22,100,90,147
13EARLYDRYRB182,13,2017-03-05,EARLYDRY,RB,18,2,109,5.12,0.7,21.8,117,107,180
13EARLYDRYRB183,13,2017-03-05,EARLYDRY,RB,18,3,154,5.28,0.8,22,128,83,219
13EARLYDRYRB71,13,2017-03-05,EARLYDRY,RB,7,1,154,0.55,1.6,21.7,11,7,4
13EARLYDRYRB72,13,2017-03-05,EARLYDRY,RB,7,2,128,0.56,1.5,21.7,25,20,4
13EARLYDRYRB73,13,2017-03-05,EARLYDRY,RB,7,3,126,0.99,1.4,21.6,41,33,45
13EARLYDRYRB81,13,2017-02-26,EARLYDRY,RB,8,1,90,4.94,0.3,23,24,27,19
13EARLYDRYRB82,13,2017-02-27,EARLYDRY,RB,8,2,92,3.47,0.3,22.1,29,32,26
13EARLYDRYRB83,13,2017-02-27,EARLYDRY,RB,8,3,70,3.26,0.3,20.4,46,65,33
13EARLYDRYRB91,13,2017-02-26,EARLYDRY,RB,9,1,73,3.72,0.3,22,29,40,33
13EARLYDRYRB92,13,2017-02-26,EARLYDRY,RB,9,2,54,3.53,0.3,22.2,24,45,42
13EARLYDRYRB93,13,2017-02-26,EARLYDRY,RB,9,3,64,3.9,0.3,22.4,39,61,42
13EARLYDRYTB11,13,2017-03-04,EARLYDRY,TB,1,1,67,4.47,8.5,22.8,13,19,15
13EARLYDRYTB12,13,2017-03-04,EARLYDRY,TB,1,2,78,3.41,8.7,23.2,21,27,18
13EARLYDRYTB13,13,2017-03-04,EARLYDRY,TB,1,3,100,2.37,8.1,22.3,16,16,28
13EARLYDRYTB21,13,2017-03-04,EARLYDRY,TB,2,1,164,5.55,8.6,23.9,22,13,27
13EARLYDRYTB22,13,2017-03-04,EARLYDRY,TB,2,2,111,5.85,8.5,23.6,10,9,7
13EARLYDRYTB23,13,2017-03-04,EARLYDRY,TB,2,3,102,6.22,6.7,23.6,19,19,26
13EARLYDRYTB31,13,2017-03-03,EARLYDRY,TB,3,1,113,4.8,7.6,25.7,4,4,2
13EARLYDRYTB32,13,2017-03-03,EARLYDRY,TB,3,2,142,4.8,7.2,26.2,13,9,10
13EARLYDRYTB33,13,2017-03-03,EARLYDRY,TB,3,3,178,4.85,6.8,26,10,6,3
13EARLYDRYTB41,13,2017-03-03,EARLYDRY,TB,4,1,189,3.75,4.5,25.8,9,5,8
13EARLYDRYTB43,13,2017-03-03,EARLYDRY,TB,4,3,114,3.2,4,25.7,20,18,14
13LATEDRYRB101,13,2017-04-25,LATEDRY,RB,10,1,88,3.97,4.1,24.8,28,32,39
13LATEDRYRB102,13,2017-04-25,LATEDRY,RB,10,2,78,4.15,3.6,25.6,34,44,50
13LATEDRYRB103,13,2017-04-25,LATEDRY,RB,10,3,100,4.4,3.5,25.8,35,35,48
13LATEDRYRB111,13,2017-04-24,LATEDRY,RB,11,1,95,5.44,2.8,26.5,31,33,41
13LATEDRYRB112,13,2017-04-24,LATEDRY,RB,11,2,52,5.22,2.6,26.5,23,44,39
13LATEDRYRB113,13,2017-04-24,LATEDRY,RB,11,3,67,5.06,2.4,26.3,46,68,69
13LATEDRYRB121,13,2017-04-24,LATEDRY,RB,12,1,149,2.2,6.9,24,8,5,5
13LATEDRYRB122,13,2017-04-24,LATEDRY,RB,12,2,99,2.32,6.8,24.6,13,13,17
13LATEDRYRB123,13,2017-04-24,LATEDRY,RB,12,3,83,2.3,6.8,25,18,22,23
13LATEDRYRB131,13,2017-04-25,LATEDRY,RB,13,1,104,3.1,8.6,25.2,24,23,39
13LATEDRYRB132,13,2017-04-25,LATEDRY,RB,13,2,109,3.8,8.3,25.1,17,16,27
13LATEDRYRB133,13,2017-04-25,LATEDRY,RB,13,3,84,3.9,8.5,25.3,10,12,12
13LATEDRYRB81,13,2017-04-26,LATEDRY,RB,8,1,87,4.15,8.4,25.1,6,7,4
13LATEDRYRB82,13,2017-04-25,LATEDRY,RB,8,2,72,4.96,7.7,26.5,8,11,6
13LATEDRYRB83,13,2017-04-25,LATEDRY,RB,8,3,60,5.22,7,26.7,10,17,8
13LATEDRYRB91,13,2017-04-25,LATEDRY,RB,9,1,97,5.1,4.4,26.3,33,34,48
13LATEDRYRB92,13,2017-04-25,LATEDRY,RB,9,2,93,4.97,4.3,26.4,28,30,43
13LATEDRYRB93,13,2017-04-25,LATEDRY,RB,9,3,136,4.69,4.2,26.3,51,38,89
13TRANSRB101,13,2017-01-27,TRANS,RB,10,1,76,4.23,0.3,20.4,166,217,56
13TRANSRB101,13,2017-03-27,TRANS,RB,10,1,96,4.1,0.6,22.1,166,173,92
13TRANSRB101,13,2017-05-31,TRANS,RB,10,1,87,2.29,2.8,28.5,166,191,57
13TRANSRB102,13,2017-01-27,TRANS,RB,10,2,96,5.02,0.3,20.8,65,68,43
13TRANSRB102,13,2017-03-27,TRANS,RB,10,2,135,4.27,0.6,23.5,65,48,48
13TRANSRB102,13,2017-05-31,TRANS,RB,10,2,90,2.17,2.6,28.6,65,72,89
13TRANSRB103,13,2017-01-27,TRANS,RB,10,3,98,5.01,0.3,21.2,81,83,56
13TRANSRB103,13,2017-03-27,TRANS,RB,10,3,154,4.65,0.6,23.7,81,53,91
13TRANSRB103,13,2017-05-31,TRANS,RB,10,3,56,2.42,2.3,28.7,81,144,82
13TRANSRB111,13,2017-01-28,TRANS,RB,11,1,126,4.24,0.3,18.7,86,68,83
13TRANSRB111,13,2017-03-29,TRANS,RB,11,1,131,5.05,0.8,23.7,86,66,129
13TRANSRB111,13,2017-06-01,TRANS,RB,11,1,109,2.17,2.6,27.9,86,79,114
13TRANSRB112,13,2017-01-28,TRANS,RB,11,2,111,4.57,0.3,17.8,89,80,66
13TRANSRB112,13,2017-03-29,TRANS,RB,11,2,74,4.33,0.7,23.4,89,120,91
13TRANSRB112,13,2017-06-01,TRANS,RB,11,2,77,2.25,2.4,27.8,89,115,90
13TRANSRB113,13,2017-03-29,TRANS,RB,11,3,38,4.21,0.6,23,115,304,158
13TRANSRB113,13,2017-06-01,TRANS,RB,11,3,67,3.35,2.3,27.9,115,171,103
13TRANSRB131,13,2017-01-28,TRANS,RB,13,1,99,4.66,0.3,20.7,54,55,40
13TRANSRB131,13,2017-03-29,TRANS,RB,13,1,129,5.33,1.8,25.6,54,42,70
13TRANSRB131,13,2017-06-01,TRANS,RB,13,1,94,3.4,6.7,30.5,54,57,24
13TRANSRB132,13,2017-01-28,TRANS,RB,13,2,85,5.11,0.3,20.2,85,100,77
13TRANSRB132,13,2017-03-29,TRANS,RB,13,2,130,5.29,1.8,25.5,85,65,68
13TRANSRB132,13,2017-06-01,TRANS,RB,13,2,74,3.27,6.7,30.1,85,114,60
13TRANSRB133,13,2017-01-28,TRANS,RB,13,3,127,4.98,0.3,20.2,62,49,51
13TRANSRB133,13,2017-03-29,TRANS,RB,13,3,59,5.22,1.3,25.2,62,105,22
13TRANSRB133,13,2017-06-01,TRANS,RB,13,3,76,3.98,6.1,30.5,62,81,31
13TRANSRB81,13,2017-01-28,TRANS,RB,8,1,121,4.41,0.3,20.2,67,55,29
13TRANSRB81,13,2017-03-29,TRANS,RB,8,1,111,5.48,0.9,25.1,67,60,68
13TRANSRB81,13,2017-06-01,TRANS,RB,8,1,97,2.24,3.2,28.3,67,69,39
13TRANSRB82,13,2017-01-28,TRANS,RB,8,2,61,4.24,0.3,20.5,70,114,31
13TRANSRB82,13,2017-03-29,TRANS,RB,8,2,110,5.65,0.8,25.3,70,64,54
13TRANSRB82,13,2017-06-01,TRANS,RB,8,2,104,2.34,3,28.4,70,67,32
13TRANSRB83,13,2017-01-27,TRANS,RB,8,3,96,4.94,0.3,21.7,120,125,55
13TRANSRB83,13,2017-03-29,TRANS,RB,8,3,38,5.42,0.8,25.3,120,317,162
13TRANSRB83,13,2017-05-31,TRANS,RB,8,3,73,3.02,3.3,30,120,165,56
13TRANSRB91,13,2017-01-27,TRANS,RB,9,1,127,4.82,0.3,20.9,120,94,171
13TRANSRB91,13,2017-03-27,TRANS,RB,9,1,121,3.68,0.6,22.4,120,99,174
13TRANSRB91,13,2017-05-31,TRANS,RB,9,1,78,2.25,2.2,28.7,120,155,158
13TRANSRB92,13,2017-01-27,TRANS,RB,9,2,73,4.63,0.3,21.2,116,159,165
13TRANSRB92,13,2017-03-27,TRANS,RB,9,2,72,3.3,0.5,22,116,160,120
13TRANSRB92,13,2017-05-31,TRANS,RB,9,2,55,2,1.9,28.3,116,212,169
13TRANSRB93,13,2017-01-27,TRANS,RB,9,3,84,4.71,0.3,21.3,126,150,97
13TRANSRB93,13,2017-03-27,TRANS,RB,9,3,92,2.92,0.4,22.1,126,138,271
13TRANSRB93,13,2017-05-31,TRANS,RB,9,3,72,1.91,1.7,28,126,174,182
13WETRB101,13,2016-12-13,WET,RB,10,1,94,4.3,0.2,23.7,128,136,27
13WETRB102,13,2016-12-13,WET,RB,10,2,107,4.61,0.2,24,89,83,5
13WETRB103,13,2016-12-13,WET,RB,10,3,124,5.16,0.2,24.3,204,165,10
13WETRB111,13,2016-12-13,WET,RB,11,1,164,4.37,0.2,22.7,9,5,4
13WETRB112,13,2016-12-13,WET,RB,11,2,130,4.44,0.2,22.7,7,5,6
