ID,Year,Date,Season,River,Creek,Bout,Distance,DOMGL,Salinity,TempC,Catch,CPUE,test.total
13WETRB113,13,2016-12-13,WET,RB,11,3,69,4.8,0.2,22.9,11,16,9
13WETRB121,13,2016-12-12,WET,RB,12,1,144,3.46,0.4,22.9,15,10,24
13WETRB122,13,2016-12-12,WET,RB,12,2,135,3.69,0.3,22.8,16,12,12
13WETRB123,13,2016-12-12,WET,RB,12,3,127,3.7,0.3,22.5,19,15,18
13WETRB131,13,2016-12-13,WET,RB,13,1,71,4.54,0.2,23.4,32,45,24
13WETRB132,13,2016-12-13,WET,RB,13,2,73,5.14,0.2,23.5,12,16,9
13WETRB133,13,2016-12-13,WET,RB,13,3,105,4.79,0.2,23.6,21,20,14
13WETRB141,13,2016-12-14,WET,RB,14,1,159,4.19,0.3,24,11,7,10
13WETRB143,13,2016-12-14,WET,RB,14,3,120,4.55,0.2,24.3,35,29,19
13WETRB151,13,2016-12-15,WET,RB,15,1,182,3.47,0.3,24,9,5,16
13WETRB153,13,2016-12-15,WET,RB,15,3,199,3.77,0.3,24.1,7,4,4
13WETRB161,13,2016-12-12,WET,RB,16,1,147,2.67,1,23.5,13,9,11
13WETRB162,13,2016-12-12,WET,RB,16,2,159,2.54,1,23.6,5,3,4
13WETRB163,13,2016-12-12,WET,RB,16,3,128,2.63,1,23.3,9,7,5
13WETRB181,13,2016-12-14,WET,RB,18,1,147,4.68,0.2,24.7,26,18,22
13WETRB182,13,2016-12-14,WET,RB,18,2,121,4.33,0.2,24.9,41,34,15
13WETRB183,13,2016-12-14,WET,RB,18,3,126,4.8,0.2,24.5,35,28,34
13WETRB71,13,2016-12-14,WET,RB,7,1,152,2.81,0.3,23.1,10,7,15
13WETRB72,13,2016-12-14,WET,RB,7,2,134,3.22,0.3,23.1,4,3,3
13WETRB73,13,2016-12-14,WET,RB,7,3,82,3.45,0.3,23.1,16,20,22
13WETRB81,13,2016-12-14,WET,RB,8,1,59,3.67,0.2,23.4,33,56,30
13WETRB82,13,2016-12-14,WET,RB,8,2,95,4.54,0.2,23.3,25,26,45
13WETRB83,13,2016-12-14,WET,RB,8,3,70,4.27,0.2,23.2,22,31,36
13WETRB91,13,2016-12-13,WET,RB,9,1,127,4.47,0.2,23.7,16,13,13
13WETRB92,13,2016-12-13,WET,RB,9,2,106,4.65,0.2,23.9,22,21,29
13WETRB93,13,2016-12-13,WET,RB,9,3,136,4.75,0.2,24.1,41,30,18
13WETTB11,13,2016-12-15,WET,TB,1,1,106,4.55,1.6,24,23,22,16
13WETTB12,13,2016-12-15,WET,TB,1,2,118,4.5,1.7,25,21,18,6
13WETTB13,13,2016-12-15,WET,TB,1,3,113,5.82,2,25,21,19,18
13WETTB21,13,2016-12-15,WET,TB,2,1,132,4.11,2.4,25.5,27,20,9
13WETTB22,13,2016-12-15,WET,TB,2,2,98,5.5,2.5,25.6,18,18,9
13WETTB23,13,2016-12-15,WET,TB,2,3,99,5.01,2.9,24.9,29,29,44
13WETTB31,13,2016-12-15,WET,TB,3,1,120,4.37,2.9,24.1,29,24,47
13WETTB32,13,2016-12-15,WET,TB,3,2,147,4.43,2,24.2,35,24,6
13WETTB33,13,2016-12-15,WET,TB,3,3,142,4.78,2.4,24.3,6,4,2
13WETTB41,13,2016-12-15,WET,TB,4,1,120,4.28,0.9,24.1,18,15,16
13WETTB42,13,2016-12-15,WET,TB,4,2,138,4.07,0.7,24,22,16,20
13WETTB43,13,2016-12-15,WET,TB,4,3,NA,3.97,0.8,24.1,5,NA,4
14EARLYDRYRB101,14,2018-02-17,EARLYDRY,RB,10,1,102,2.96,0.3,22.4,18,18,26
14EARLYDRYRB102,14,2018-02-17,EARLYDRY,RB,10,2,97,2.98,0.3,22.6,19,20,21
14EARLYDRYRB103,14,2018-02-17,EARLYDRY,RB,10,3,104,3.38,0.3,22.9,30,29,26
14EARLYDRYRB111,14,2018-02-17,EARLYDRY,RB,11,1,97,4.1,0.2,24.6,44,45,42
14EARLYDRYRB112,14,2018-02-17,EARLYDRY,RB,11,2,93,4.77,0.2,25.2,18,19,15
14EARLYDRYRB113,14,2018-02-17,EARLYDRY,RB,11,3,70,4.9,0.2,25.7,35,50,50
14EARLYDRYRB121,14,2018-02-21,EARLYDRY,RB,12,1,79,2.74,0.3,24.2,13,16,11
14EARLYDRYRB122,14,2018-02-21,EARLYDRY,RB,12,2,104,2.93,0.3,24.5,31,30,25
14EARLYDRYRB123,14,2018-02-21,EARLYDRY,RB,12,3,119,2.79,0.4,24.8,21,18,33
14EARLYDRYRB131,14,2018-02-21,EARLYDRY,RB,13,1,87,3.31,0.3,24.1,25,29,30
14EARLYDRYRB132,14,2018-02-21,EARLYDRY,RB,13,2,73,3.4,0.3,24.1,11,15,10
14EARLYDRYRB133,14,2018-02-21,EARLYDRY,RB,13,3,93,3.25,0.3,24.1,13,14,10
14EARLYDRYRB141,14,2018-02-18,EARLYDRY,RB,14,1,84,3.2,0.3,23.2,14,17,12
14EARLYDRYRB142,14,2018-02-18,EARLYDRY,RB,14,2,80,3.58,0.3,23.3,24,30,22
14EARLYDRYRB143,14,2018-02-18,EARLYDRY,RB,14,3,73,3.84,0.3,23.8,16,22,15
14EARLYDRYRB151,14,2018-02-18,EARLYDRY,RB,15,1,97,2.36,0.4,23.5,12,12,9
14EARLYDRYRB152,14,2018-02-18,EARLYDRY,RB,15,2,85,2.61,0.4,23.5,14,17,16
14EARLYDRYRB153,14,2018-02-18,EARLYDRY,RB,15,3,115,2.54,0.4,23.6,8,7,11
14EARLYDRYRB161,14,2018-02-21,EARLYDRY,RB,16,1,142,2.3,0.9,24.9,2,1,1
14EARLYDRYRB163,14,2018-02-21,EARLYDRY,RB,16,3,112,2.19,0.7,25,13,12,2
14EARLYDRYRB181,14,2018-02-18,EARLYDRY,RB,18,1,70,3.78,0.3,25.2,12,17,11
14EARLYDRYRB182,14,2018-02-18,EARLYDRY,RB,18,2,0,3.44,0.3,24.7,29,Inf,2
14EARLYDRYRB182,14,2018-02-21,EARLYDRY,RB,18,2,77,3.9,0.3,25.1,29,38,33
14EARLYDRYRB183,14,2018-02-21,EARLYDRY,RB,18,3,92,3.92,0.3,24.9,12,13,11
14EARLYDRYRB71,14,2018-02-18,EARLYDRY,RB,7,1,85,2.52,0.4,22.8,3,4,2
14EARLYDRYRB72,14,2018-02-18,EARLYDRY,RB,7,2,107,2.7,0.4,23,3,3,1
14EARLYDRYRB73,14,2018-02-18,EARLYDRY,RB,7,3,85,2.65,0.4,23.2,30,35,15
14EARLYDRYRB81,14,2018-02-21,EARLYDRY,RB,8,1,87,3.12,0.2,24,22,25,21
14EARLYDRYRB82,14,2018-02-21,EARLYDRY,RB,8,2,71,3.08,0.3,24,8,11,6
14EARLYDRYRB91,14,2018-02-17,EARLYDRY,RB,9,1,91,3.09,0.3,22.8,19,21,13
14EARLYDRYRB92,14,2018-02-17,EARLYDRY,RB,9,2,72,3.07,0.3,23.1,38,52,50
14EARLYDRYRB93,14,2018-02-17,EARLYDRY,RB,9,3,90,3.44,0.3,23.7,21,23,29
14EARLYDRYTB11,14,2018-02-16,EARLYDRY,TB,1,1,100,4.92,1.3,27.4,14,14,13
14EARLYDRYTB12,14,2018-02-16,EARLYDRY,TB,1,2,84,4.95,1.4,26.8,9,11,6
14EARLYDRYTB13,14,2018-02-16,EARLYDRY,TB,1,3,57,4.87,1.3,26.6,10,18,14
14EARLYDRYTB21,14,2018-02-18,EARLYDRY,TB,2,1,76,4.94,1.2,24.9,11,14,9
14EARLYDRYTB22,14,2018-02-18,EARLYDRY,TB,2,2,77,4.91,1.2,24.9,11,14,5
14EARLYDRYTB31,14,2018-02-16,EARLYDRY,TB,3,1,128,3.7,1.1,25.3,23,18,14
14EARLYDRYTB32,14,2018-02-16,EARLYDRY,TB,3,2,111,3.14,0.6,25.6,37,33,28
14EARLYDRYTB33,14,2018-02-16,EARLYDRY,TB,3,3,80,3.26,0.6,26,24,30,16
14EARLYDRYTB42,14,2018-02-16,EARLYDRY,TB,4,2,110,3.39,0.7,26.3,16,15,21
14EARLYDRYTB43,14,2018-02-16,EARLYDRY,TB,4,3,112,3.02,0.6,26,23,21,17
14LATEDRYRB101,14,2018-05-16,LATEDRY,RB,10,1,74,4.09,0.8,25.8,57,77,99
14LATEDRYRB102,14,2018-05-16,LATEDRY,RB,10,2,81,3.86,0.7,26.2,49,60,74
14LATEDRYRB103,14,2018-05-16,LATEDRY,RB,10,3,109,3.81,0.7,27,27,25,38
14LATEDRYRB111,14,2018-05-16,LATEDRY,RB,11,1,63,4.28,1,25.8,28,44,21
14LATEDRYRB112,14,2018-05-16,LATEDRY,RB,11,2,67,4.49,0.9,25.7,46,69,72
14LATEDRYRB113,14,2018-05-16,LATEDRY,RB,11,3,50,4.08,0.8,25.4,50,100,64
14LATEDRYRB121,14,2018-05-17,LATEDRY,RB,12,1,128,2.71,5.1,25.8,14,11,12
14LATEDRYRB122,14,2018-05-17,LATEDRY,RB,12,2,109,2.32,4.9,25.9,10,9,8
14LATEDRYRB123,14,2018-05-17,LATEDRY,RB,12,3,90,2.21,4.8,26.1,23,26,38
14LATEDRYRB131,14,2018-05-15,LATEDRY,RB,13,1,133,4.38,1.8,26.5,33,25,29
14LATEDRYRB133,14,2018-05-15,LATEDRY,RB,13,3,78,4.24,1.5,27,26,34,22
14LATEDRYRB141,14,2018-05-15,LATEDRY,RB,14,1,106,2.63,6.6,27.6,10,9,19
14LATEDRYRB143,14,2018-05-15,LATEDRY,RB,14,3,74,2.74,6.1,27.1,16,22,25
14LATEDRYRB163,14,2018-05-17,LATEDRY,RB,16,3,87,2.81,6.9,25.6,11,13,13
14LATEDRYRB181,14,2018-05-16,LATEDRY,RB,18,1,126,4.82,3.5,28.8,21,17,29
14LATEDRYRB182,14,2018-05-16,LATEDRY,RB,18,2,97,4.85,3.5,29,24,25,28
14LATEDRYRB71,14,2018-05-17,LATEDRY,RB,7,1,80,2.32,3.7,26.7,16,20,32
14LATEDRYRB72,14,2018-05-17,LATEDRY,RB,7,2,100,1.49,3.4,26.6,21,21,35
14LATEDRYRB73,14,2018-05-17,LATEDRY,RB,7,3,108,1.92,3.1,26.5,25,23,39
14LATEDRYRB81,14,2018-05-15,LATEDRY,RB,8,1,130,4.21,1.2,27.5,38,29,26
14LATEDRYRB82,14,2018-05-15,LATEDRY,RB,8,2,133,4.38,1.2,27.6,21,16,18
14LATEDRYRB83,14,2018-05-15,LATEDRY,RB,8,3,80,4.33,1.2,27.6,26,33,40
14LATEDRYRB91,14,2018-05-16,LATEDRY,RB,9,1,87,3.38,0.6,26.5,53,61,86
14LATEDRYRB92,14,2018-05-16,LATEDRY,RB,9,2,77,3.15,0.6,26.5,42,55,71
14LATEDRYRB93,14,2018-05-16,LATEDRY,RB,9,3,92,3.35,0.6,26.9,39,42,48
14TRANSRB101,14,2018-01-26,TRANS,RB,10,1,88,5.41,0.2,20,81,92,41
14TRANSRB101,14,2018-03-13,TRANS,RB,10,1,110,4.01,0.2,18.1,81,74,57
14TRANSRB101,14,2018-04-28,TRANS,RB,10,1,56,2.44,0.4,24.4,81,143,92
14TRANSRB102,14,2018-01-26,TRANS,RB,10,2,67,5.71,0.2,20.3,102,151,156
14TRANSRB102,14,2018-03-13,TRANS,RB,10,2,93,4.55,0.2,18.3,102,109,87
14TRANSRB102,14,2018-04-28,TRANS,RB,10,2,76,2.81,0.4,24.5,102,134,134
14TRANSRB103,14,2018-01-26,TRANS,RB,10,3,85,6.04,0.2,20.6,92,109,63
14TRANSRB103,14,2018-03-13,TRANS,RB,10,3,119,4.66,0.3,18.8,92,77,108
14TRANSRB103,14,2018-04-28,TRANS,RB,10,3,98,2.7,0.4,25.1,92,94,77
14TRANSRB111,14,2018-01-26,TRANS,RB,11,1,91,6.28,0.2,21,44,48,40
14TRANSRB111,14,2018-03-13,TRANS,RB,11,1,120,5.18,0.2,20.4,44,37,13
14TRANSRB111,14,2018-04-28,TRANS,RB,11,1,155,4.3,0.4,26.9,44,28,50
14TRANSRB112,14,2018-03-13,TRANS,RB,11,2,126,5.21,0.2,21.1,98,78,76
14TRANSRB112,14,2018-04-28,TRANS,RB,11,2,136,4.03,0.4,26.9,98,72,61
14TRANSRB113,14,2018-01-26,TRANS,RB,11,3,60,7.62,0.2,21.3,101,168,146
14TRANSRB113,14,2018-03-13,TRANS,RB,11,3,75,5.72,0.2,21.5,101,135,60
14TRANSRB113,14,2018-04-28,TRANS,RB,11,3,87,3.87,0.4,26.9,101,116,124
14TRANSRB131,14,2018-01-27,TRANS,RB,13,1,72,5.52,0.2,19.6,111,154,134
14TRANSRB131,14,2018-03-14,TRANS,RB,13,1,82,4.69,0.2,19.2,111,136,68
14TRANSRB131,14,2018-04-27,TRANS,RB,13,1,106,4.45,0.5,27.7,111,105,28
14TRANSRB132,14,2018-01-27,TRANS,RB,13,2,70,5.41,0.3,19.6,93,132,99
14TRANSRB132,14,2018-03-14,TRANS,RB,13,2,75,4.97,0.2,19,93,125,52
14TRANSRB132,14,2018-04-27,TRANS,RB,13,2,88,5.57,0.5,27.7,93,106,16
14TRANSRB133,14,2018-01-27,TRANS,RB,13,3,77,5.5,0.3,19.7,93,121,87
14TRANSRB133,14,2018-03-14,TRANS,RB,13,3,83,4.97,0.3,18.8,93,113,60
14TRANSRB133,14,2018-04-27,TRANS,RB,13,3,102,4.8,0.5,27.7,93,91,28
14TRANSRB133,14,2018-04-28,TRANS,RB,13,3,102,4.18,0.5,26.4,93,91,33
14TRANSRB81,14,2018-01-27,TRANS,RB,8,1,74,5.23,0.2,19.8,90,121,100
14TRANSRB81,14,2018-03-14,TRANS,RB,8,1,102,4.43,0.2,17.9,90,88,54
14TRANSRB81,14,2018-04-29,TRANS,RB,8,1,80,3.52,0.4,25.2,90,112,65
14TRANSRB82,14,2018-01-27,TRANS,RB,8,2,82,4.88,0.3,20,61,74,59
14TRANSRB82,14,2018-03-14,TRANS,RB,8,2,90,4.62,0.3,17.7,61,67,37
14TRANSRB82,14,2018-04-29,TRANS,RB,8,2,70,3.42,0.4,24.9,61,87,40
14TRANSRB83,14,2018-01-27,TRANS,RB,8,3,62,5.07,0.3,20.3,83,133,63
14TRANSRB83,14,2018-03-14,TRANS,RB,8,3,99,4.49,0.2,18,83,84,68
14TRANSRB83,14,2018-04-29,TRANS,RB,8,3,59,3.13,0.4,25,83,142,48
14TRANSRB91,14,2018-01-27,TRANS,RB,9,1,98,5.16,0.3,20.6,80,81,63
14TRANSRB91,14,2018-03-13,TRANS,RB,9,1,94,4.2,0.3,18.9,80,85,60
14TRANSRB91,14,2018-04-28,TRANS,RB,9,1,107,2.42,0.3,25.2,80,75,71
14TRANSRB92,14,2018-01-27,TRANS,RB,9,2,68,5.54,0.3,20.8,91,133,63
14TRANSRB92,14,2018-03-13,TRANS,RB,9,2,87,4.54,0.3,19.4,91,105,57
14TRANSRB92,14,2018-04-28,TRANS,RB,9,2,74,2.73,0.3,25.5,91,123,101
14TRANSRB93,14,2018-01-27,TRANS,RB,9,3,94,5.25,0.2,21.1,68,72,34
14TRANSRB93,14,2018-03-13,TRANS,RB,9,3,108,4.67,0.3,19.9,68,63,44
14TRANSRB93,14,2018-04-28,TRANS,RB,9,3,113,3.08,0.3,25.9,68,60,56
14WETRB101,14,2017-12-02,WET,RB,10,1,122,3.04,0.2,24,3,2,2
14WETRB102,14,2017-12-02,WET,RB,10,2,96,3.21,0.2,24.1,4,4,3
14WETRB103,14,2017-12-02,WET,RB,10,3,108,3.52,0.2,24.2,6,6,4
14WETRB112,14,2017-12-02,WET,RB,11,2,81,2.63,0.1,23.9,7,9,6
14WETRB131,14,2017-12-01,WET,RB,13,1,50,2.93,0.2,24.3,18,36,26
14WETRB132,14,2017-12-01,WET,RB,13,2,80,3.72,0.2,24.5,8,10,7
14WETRB133,14,2017-12-01,WET,RB,13,3,96,3.2,0.2,24.7,9,9,8
14WETRB141,14,2017-12-02,WET,RB,14,1,94,3.51,0.2,24.6,20,21,19
14WETRB142,14,2017-12-02,WET,RB,14,2,77,3.68,0.2,24.6,6,8,12
14WETRB161,14,2017-12-11,WET,RB,16,1,101,7.18,0.2,15.5,2,2,0
14WETRB162,14,2017-12-11,WET,RB,16,2,94,7.2,0.3,15.7,5,5,0
14WETRB163,14,2017-12-11,WET,RB,16,3,82,8.12,0.3,15.9,5,6,4
14WETRB181,14,2017-12-03,WET,RB,18,1,86,3.16,0.2,23.9,3,3,2
14WETRB182,14,2017-12-03,WET,RB,18,2,89,3.22,0.2,24.1,6,7,5
14WETRB83,14,2017-12-01,WET,RB,8,3,97,3.59,0.2,25,14,14,27
14WETTB11,14,2017-12-11,WET,TB,1,1,71,5.62,0.5,14.8,30,42,34
14WETTB12,14,2017-12-11,WET,TB,1,2,78,6.29,0.5,15.2,15,19,12
14WETTB13,14,2017-12-11,WET,TB,1,3,75,5.66,0.5,15.4,25,33,20
14WETTB21,14,2017-12-10,WET,TB,2,1,57,4.05,0.3,21.5,38,66,22
14WETTB22,14,2017-12-10,WET,TB,2,2,58,5.16,0.3,21.7,108,188,85
14WETTB23,14,2017-12-10,WET,TB,2,3,62,8.24,0.3,20.6,84,136,111
14WETTB31,14,2017-12-11,WET,TB,3,1,82,5.55,0.4,17.4,166,203,46
14WETTB32,14,2017-12-11,WET,TB,3,2,86,5.56,0.3,17.8,80,93,67
14WETTB33,14,2017-12-11,WET,TB,3,3,81,5.4,0.3,18,40,49,35
14WETTB41,14,2017-12-11,WET,TB,4,1,92,6.23,0.3,17.9,23,25,21
14WETTB42,14,2017-12-11,WET,TB,4,2,68,5.04,0.3,18.1,65,96,83
14WETTB43,14,2017-12-11,WET,TB,4,3,84,4.39,0.4,17.8,169,200,138
15EARLYDRYRB101,15,2019-02-24,EARLYDRY,RB,10,1,98,3.43,0.3,25.8,24,25,35
15EARLYDRYRB102,15,2019-02-24,EARLYDRY,RB,10,2,102,3.69,0.3,26,14,14,12
15EARLYDRYRB103,15,2019-02-24,EARLYDRY,RB,10,3,122,3.6,0.3,26.1,17,14,15
15EARLYDRYRB111,15,2019-02-26,EARLYDRY,RB,11,1,87,2.95,0.3,22.6,9,10,8
15EARLYDRYRB112,15,2019-02-26,EARLYDRY,RB,11,2,142,3.09,0.3,22.5,41,29,53
15EARLYDRYRB113,15,2019-02-26,EARLYDRY,RB,11,3,67,3.46,0.3,22.5,31,46,44
15EARLYDRYRB121,15,2019-02-27,EARLYDRY,RB,12,1,124,1.27,0.6,22.8,19,15,18
15EARLYDRYRB122,15,2019-02-27,EARLYDRY,RB,12,2,102,1.61,0.6,22.9,28,27,27
15EARLYDRYRB123,15,2019-02-27,EARLYDRY,RB,12,3,115,1.82,0.6,23,13,11,16
15EARLYDRYRB132,15,2019-02-24,EARLYDRY,RB,13,2,120,3.96,0.3,25.8,12,10,15
15EARLYDRYRB133,15,2019-02-24,EARLYDRY,RB,13,3,98,4.1,0.3,26,19,19,18
15EARLYDRYRB143,15,2019-02-26,EARLYDRY,RB,14,3,77,2.69,0.5,24.7,38,49,37
15EARLYDRYRB151,15,2019-02-26,EARLYDRY,RB,15,1,125,0.35,0.8,25.5,7,6,14
15EARLYDRYRB152,15,2019-02-26,EARLYDRY,RB,15,2,170,0.37,0.8,25.5,3,2,6
15EARLYDRYRB153,15,2019-02-26,EARLYDRY,RB,15,3,124,0.35,0.8,25.5,3,2,2
15EARLYDRYRB161,15,2019-02-27,EARLYDRY,RB,16,1,94,1.47,1.3,23.7,12,13,7
15EARLYDRYRB163,15,2019-02-27,EARLYDRY,RB,16,3,101,0.95,1.3,23.7,19,19,34
15EARLYDRYRB182,15,2019-02-26,EARLYDRY,RB,18,2,113,3.56,0.4,25.5,26,23,44
15EARLYDRYRB183,15,2019-02-26,EARLYDRY,RB,18,3,115,3.49,0.4,25.5,28,24,23
15EARLYDRYRB71,15,2019-02-26,EARLYDRY,RB,7,1,106,1.8,0.6,23.3,2,2,1
15EARLYDRYRB72,15,2019-02-26,EARLYDRY,RB,7,2,127,1.97,0.6,23.3,7,6,6
15EARLYDRYRB73,15,2019-02-26,EARLYDRY,RB,7,3,66,1.94,0.5,23.3,13,20,18
15EARLYDRYRB81,15,2019-02-24,EARLYDRY,RB,8,1,103,4.08,0.3,25.8,22,21,18
15EARLYDRYRB82,15,2019-02-24,EARLYDRY,RB,8,2,120,3.58,0.3,25.7,23,19,19
15EARLYDRYRB83,15,2019-02-24,EARLYDRY,RB,8,3,160,3.82,0.3,25.9,16,10,15
15EARLYDRYRB91,15,2019-02-26,EARLYDRY,RB,9,1,90,2.66,0.3,23,20,22,34
15EARLYDRYRB92,15,2019-02-26,EARLYDRY,RB,9,2,77,2.39,0.3,23,17,22,23
15EARLYDRYRB93,15,2019-02-26,EARLYDRY,RB,9,3,106,2.83,0.3,23.1,35,33,59
15EARLYDRYTB11,15,2019-02-25,EARLYDRY,TB,1,1,77,3.78,5.1,26.5,6,8,4
15EARLYDRYTB12,15,2019-02-25,EARLYDRY,TB,1,2,47,3.61,5.2,26.5,31,66,46
15EARLYDRYTB13,15,2019-02-25,EARLYDRY,TB,1,3,89,4.22,5.2,26.6,33,37,6
15EARLYDRYTB21,15,2019-02-25,EARLYDRY,TB,2,1,118,4.65,5.2,27.2,13,11,14
15EARLYDRYTB22,15,2019-02-25,EARLYDRY,TB,2,2,86,4.87,5,27.6,1,1,0
15EARLYDRYTB23,15,2019-02-25,EARLYDRY,TB,2,3,130,5.46,5.1,27,8,6,7
15EARLYDRYTB31,15,2019-02-25,EARLYDRY,TB,3,1,91,5.08,4.2,26.8,8,9,1
15EARLYDRYTB32,15,2019-02-25,EARLYDRY,TB,3,2,106,5.04,3.4,27,13,12,4
15EARLYDRYTB33,15,2019-02-25,EARLYDRY,TB,3,3,130,4.32,3,27.3,26,20,7
15EARLYDRYTB41,15,2019-02-25,EARLYDRY,TB,4,1,86,3.84,1.8,27,20,23,4
15EARLYDRYTB42,15,2019-02-25,EARLYDRY,TB,4,2,116,3.7,2,27.3,6,5,2
15EARLYDRYTB43,15,2019-02-25,EARLYDRY,TB,4,3,120,4.27,2.2,27.6,9,8,1
15LATEDRYRB101,15,2019-04-28,LATEDRY,RB,10,1,93,4.15,0.7,26,29,31,35
15LATEDRYRB102,15,2019-04-28,LATEDRY,RB,10,2,90,4.21,0.7,26.4,29,32,26
15LATEDRYRB103,15,2019-04-28,LATEDRY,RB,10,3,82,3.61,0.7,26.3,28,34,23
15LATEDRYRB111,15,2019-04-28,LATEDRY,RB,11,1,96,3.08,0.6,24.6,22,23,31
15LATEDRYRB112,15,2019-04-28,LATEDRY,RB,11,2,96,3.57,0.6,24.7,38,39,42
15LATEDRYRB113,15,2019-04-28,LATEDRY,RB,11,3,96,3.96,0.6,25.3,54,56,78
15LATEDRYRB121,15,2019-04-30,LATEDRY,RB,12,1,110,0.48,2.9,24.9,16,15,22
15LATEDRYRB122,15,2019-04-30,LATEDRY,RB,12,2,80,0.78,2.5,25.1,39,49,49
15LATEDRYRB123,15,2019-04-30,LATEDRY,RB,12,3,65,0.84,2.1,25.3,24,37,29
15LATEDRYRB132,15,2019-04-29,LATEDRY,RB,13,2,72,5.6,0.7,26.1,28,39,26
15LATEDRYRB133,15,2019-04-29,LATEDRY,RB,13,3,59,5.34,0.6,26.2,16,27,13
15LATEDRYRB141,15,2019-04-28,LATEDRY,RB,14,1,84,0.51,3.2,27.6,10,12,15
15LATEDRYRB142,15,2019-04-28,LATEDRY,RB,14,2,92,0.86,3.6,27.7,7,8,10
15LATEDRYRB143,15,2019-04-28,LATEDRY,RB,14,3,79,2.71,3.3,29.3,15,19,29
15LATEDRYRB161,15,2019-04-30,LATEDRY,RB,16,1,103,1.95,6.5,26.9,4,4,2
15LATEDRYRB163,15,2019-04-30,LATEDRY,RB,16,3,119,1.87,7.7,27.2,6,5,5
15LATEDRYRB181,15,2019-04-29,LATEDRY,RB,18,1,107,6.05,1.6,28,19,18,18
15LATEDRYRB182,15,2019-04-30,LATEDRY,RB,18,2,46,3.9,1.4,26.5,23,50,21
15LATEDRYRB183,15,2019-04-30,LATEDRY,RB,18,3,47,4.79,1.2,26.5,40,85,58
15LATEDRYRB71,15,2019-04-29,LATEDRY,RB,7,1,85,0.5,1.1,25.4,31,36,58
15LATEDRYRB72,15,2019-04-29,LATEDRY,RB,7,2,85,0.41,0.9,26,4,5,1
15LATEDRYRB73,15,2019-04-29,LATEDRY,RB,7,3,114,0.4,0.8,25.7,8,7,3
15LATEDRYRB81,15,2019-04-29,LATEDRY,RB,8,1,80,5.43,0.5,25.9,24,30,20
15LATEDRYRB82,15,2019-04-29,LATEDRY,RB,8,2,75,5.62,0.5,25.8,25,33,18
15LATEDRYRB83,15,2019-04-29,LATEDRY,RB,8,3,75,5.73,0.5,26.8,20,27,15
15LATEDRYRB91,15,2019-04-29,LATEDRY,RB,9,1,92,2.49,0.4,23.8,33,36,51
15LATEDRYRB92,15,2019-04-29,LATEDRY,RB,9,2,50,2.65,0.4,23.8,32,65,31
15LATEDRYRB93,15,2019-04-29,LATEDRY,RB,9,3,72,2.76,0.4,24.4,33,46,47
15TRANSRB101,15,2019-01-22,TRANS,RB,10,1,91,5.39,0.3,15.6,78,85,46
15TRANSRB101,15,2019-03-25,TRANS,RB,10,1,82,3.69,0.3,20.8,78,96,52
15TRANSRB101,15,2019-05-28,TRANS,RB,10,1,76,3.5,0.6,26.6,78,102,67
15TRANSRB102,15,2019-01-22,TRANS,RB,10,2,107,5.98,0.3,15.7,84,79,47
15TRANSRB102,15,2019-03-25,TRANS,RB,10,2,102,3.64,0.3,20.9,84,82,60
15TRANSRB102,15,2019-05-28,TRANS,RB,10,2,99,3.59,0.6,26.9,84,85,90
15TRANSRB103,15,2019-01-22,TRANS,RB,10,3,66,6.2,0.3,16.2,73,111,71
15TRANSRB103,15,2019-03-25,TRANS,RB,10,3,102,3.91,0.3,21.4,73,72,45
15TRANSRB103,15,2019-05-28,TRANS,RB,10,3,86,4.26,0.6,27.5,73,85,62
15TRANSRB111,15,2019-01-21,TRANS,RB,11,1,100,5.99,0.3,16,64,64,16
15TRANSRB111,15,2019-03-24,TRANS,RB,11,1,105,4.07,0.3,20.8,64,61,35
15TRANSRB111,15,2019-05-28,TRANS,RB,11,1,69,4.67,0.6,27,64,93,67
15TRANSRB112,15,2019-01-21,TRANS,RB,11,2,130,5.97,0.3,16.1,93,72,82
15TRANSRB112,15,2019-03-24,TRANS,RB,11,2,88,4.32,0.3,20.4,93,106,83
15TRANSRB112,15,2019-05-28,TRANS,RB,11,2,58,4.51,0.6,26.8,93,161,51
15TRANSRB113,15,2019-01-21,TRANS,RB,11,3,78,6.58,0.3,16.7,70,90,24
15TRANSRB113,15,2019-03-24,TRANS,RB,11,3,67,4.54,0.3,20.4,70,105,75
15TRANSRB113,15,2019-05-29,TRANS,RB,11,3,58,4.58,0.6,26.8,70,122,102
15TRANSRB131,15,2019-01-21,TRANS,RB,13,1,120,6.4,0.3,17.8,32,27,19
15TRANSRB131,15,2019-03-25,TRANS,RB,13,1,100,5.14,0.5,23.5,32,32,21
15TRANSRB131,15,2019-05-28,TRANS,RB,13,1,85,5.59,1.4,29.2,32,38,29
15TRANSRB132,15,2019-01-21,TRANS,RB,13,2,71,6.71,0.3,18.2,137,192,26
15TRANSRB132,15,2019-03-25,TRANS,RB,13,2,68,5.28,0.5,24,137,202,32
15TRANSRB132,15,2019-05-28,TRANS,RB,13,2,91,5.74,1.5,29.2,137,150,36
15TRANSRB133,15,2019-01-21,TRANS,RB,13,3,92,6.47,0.3,17.8,147,160,47
15TRANSRB133,15,2019-03-25,TRANS,RB,13,3,76,5.16,0.5,23.1,147,193,32
